location,location_type,country,province,county,city,latitude,longitude
Dominican_Republic-Hato_Mayor,province,Dominican Republic,Hato Mayor,,,18.7635428,-69.2549736
Dominican_Republic-San_Jose_de_Ocoa,province,Dominican Republic,San Jose de Ocoa,,,18.543858,-70.5041816
Dominican_Republic-Santo_Domingo,province,Dominican Republic,Santo Domingo,,,18.4860575,-69.93121169999999
Dominican_Republic-Extranjera,province,Dominican Republic,Extranjera,,,18.735693,-70.162651
Dominican_Republic-Other,province,Dominican Republic,Other,,,18.735693,-70.162651
Ecuador-Azuay-Cuenca,county,Ecuador,Azuay,Cuenca,Cuenca,-2.9001285,-79.00589649999999
Ecuador-Bolivar,province,Ecuador,Bolivar,,,-1.7095828,-79.0450429
Ecuador-Chimborazo-Chunchi,county,Ecuador,Chimborazo,Chunchi,Chunchi,-2.2898244,-78.9217522
Ecuador-Cotopaxi,province,Ecuador,Cotopaxi,,,-0.6837540999999999,-78.4371901
Ecuador-El_Oro-Huaquillas,county,Ecuador,El Oro,Huaquillas,Huaquillas,-3.4763823,-80.2225448
Ecuador-El_Oro-Machala,county,Ecuador,El Oro,Machala,Machala,-3.2581112,-79.9553924
Ecuador-El_Oro-Pasaje,county,Ecuador,El Oro,Pasaje,Pasaje,-3.3259044,-79.8056661
Ecuador-El_Oro-Santa_Rosa,county,Ecuador,El Oro,Santa Rosa,Santa Rosa,-3.4593888,-79.9668308
Ecuador-Esmeraldas-Esmeraldas,county,Ecuador,Esmeraldas,Esmeraldas,Esmeraldas,0.9681789,-79.6517202
Ecuador-Esmeraldas-Atacames,county,Ecuador,Esmeraldas,Atacames,Atacames,0.8680071,-79.84648039999999
Ecuador-Esmeraldas-Muisne,county,Ecuador,Esmeraldas,Muisne,Muisne,0.6116136999999999,-80.02065499999999
Ecuador-Esmeraldas-Quininde,county,Ecuador,Esmeraldas,Quininde,Quininde,0.3268809,-79.4647633
Ecuador-Esmeraldas-San_Lorenzo,county,Ecuador,Esmeraldas,San Lorenzo,San Lorenzo,1.2694769,-78.84392679999999
Ecuador-Esmeraldas-Rioverde,county,Ecuador,Esmeraldas,Rioverde,Rioverde,1.059707,-79.403313
Ecuador-Galapagos-Santa_Cruz,county,Ecuador,Galapagos,Santa Cruz,Santa Cruz,-0.6393592,-90.3371889
Ecuador-Imbabura-Otavalo,county,Ecuador,Imbabura,Otavalo,Otavalo,0.2343005,-78.2610672
Ecuador-Guayas-Daule,county,Ecuador,Guayas,Daule,Daule,-1.86218,-79.97766899999999
Ecuador-Guayas-General_Antonio_Elizalde,county,Ecuador,Guayas,General Antonio Elizalde,General Antonio Elizalde,-2.1890274,-79.1830693
Ecuador-Guayas-Guayaquil,county,Ecuador,Guayas,Guayaquil,Guayaquil,-2.1709979,-79.9223592
Ecuador-Guayas-Playas,county,Ecuador,Guayas,Playas,Playas,-2.6284683,-80.3895886
Ecuador-Guayas-Balzar,county,Ecuador,Guayas,Balzar,Balzar,-1.3664276,-79.8996789
Ecuador-Los_Rios-Buena_Fe,county,Ecuador,Los Rios,Buena Fe,Buena Fe,-0.8857721,-79.4872619
Ecuador-Los_Rios-Quevedo,county,Ecuador,Los Rios,Quevedo,Quevedo,-1.0225124,-79.4604035
Ecuador-Los_Rios-Ventanas,county,Ecuador,Los Rios,Ventanas,Ventanas,-1.4441882,-79.4604818
Ecuador-Los_Rios-Vinces,county,Ecuador,Los Rios,Vinces,Vinces,-1.553873,-79.7624177
Ecuador-Manabi-Jipijapa,county,Ecuador,Manabi,Jipijapa,Jipijapa,-1.3525694,-80.5827272
Ecuador-Los_Rios-Jaramijo,county,Ecuador,Los Rios,Jaramijo,Jaramijo,-0.9560250999999999,-80.6384944
Ecuador-Manabi-Chone,county,Ecuador,Manabi,Chone,Chone,-0.7140021999999999,-80.109357
Ecuador-Manabi-Manta,county,Ecuador,Manabi,Manta,Manta,-0.9676533,-80.7089101
Ecuador-Manabi-Pajan,county,Ecuador,Manabi,Pajan,Pajan,-1.552242,-80.4270885
Ecuador-Manabi-Pedernales,county,Ecuador,Manabi,Pedernales,Pedernales,0.07311809999999999,-80.0513928
Ecuador-Manabi-Portoviejo,county,Ecuador,Manabi,Portoviejo,Portoviejo,-1.054723,-80.4524903
Ecuador-Manabi-Puerto_Lopez,county,Ecuador,Manabi,Puerto Lopez,Puerto Lopez,-1.5539322,-80.80455680000001
Ecuador-Manabi-Rocafuerte,county,Ecuador,Manabi,Rocafuerte,Rocafuerte,-0.9236736000000001,-80.4508492
Ecuador-Manabi-Santa_Ana,county,Ecuador,Manabi,Santa Ana,Santa Ana,-1.2069,-80.3686488
Ecuador-Manabi-San_Vicente,county,Ecuador,Manabi,San Vicente,San Vicente,-0.6047266,-80.402048
Ecuador-Manabi-24_de_Mayo,county,Ecuador,Manabi,24 de Mayo,24 de Mayo,-0.1754459,-78.47128719999999
Ecuador-Manabi-Tosagua,county,Ecuador,Manabi,Tosagua,Tosagua,-0.7842208,-80.2343302
Ecuador-Manabi-Sucre,county,Ecuador,Manabi,Sucre,Sucre,-1.2782708,-80.4243066
Ecuador-Orellana_Joya_de_los_Sachas,county,Ecuador,,Orellana Joya de los Sachas,,-0.3013626,-76.8571063
Ecuador-Pichincha-Mejia,county,Ecuador,Pichincha,Mejia,Mejia,-0.5117837,-78.5661073
Ecuador-Pichincha-Quito,county,Ecuador,Pichincha,Quito,Quito,-0.1806532,-78.4678382
Ecuador-Pichincha-Cayambe,county,Ecuador,Pichincha,Cayambe,Cayambe,0.0425351,-78.1458804
Ecuador-Santa_Elena,province,Ecuador,Santa Elena,,,-2.2268901,-80.85938449999999
Ecuador-Santo_Domingo_de_los_Tsachilas-La_Concordia,county,Ecuador,Santo Domingo de los Tsachilas,La Concordia,La Concordia,0.0091672,-79.391605
Ecuador-Santo_Domingo_de_los_Tsachilas-Santo_Domingo,county,Ecuador,Santo Domingo de los Tsachilas,Santo Domingo,Santo Domingo,-0.2389045,-79.17742679999999
Ecuador-Sucumbios-Shushufindi,county,Ecuador,Sucumbios,Shushufindi,Shushufindi,-0.1882903,-76.6421554
Ecuador-Sucumbios-Lago_Agrio,county,Ecuador,Sucumbios,Lago Agrio,Lago Agrio,0.0851034,-76.8940156
Ecuador-Azuay,province,Ecuador,Azuay,,,-2.8943068,-78.9968344
Ecuador-Esmeraldas,province,Ecuador,Esmeraldas,,,0.9681789,-79.6517202
Ecuador-Chimborazo,province,Ecuador,Chimborazo,,,-1.4693018,-78.8169396
Ecuador-Galapagos,province,Ecuador,Galapagos,,,-0.383106,-90.4233344
Ecuador-Orellana,province,Ecuador,Orellana,,,-0.4545163,-76.9950286
Ecuador-Guayas,province,Ecuador,Guayas,,,-1.9574839,-79.9192702
Ecuador-Pichincha,province,Ecuador,Pichincha,,,-0.1464847,-78.4751945
Ecuador-Los_Rios,province,Ecuador,Los Rios,,,-1.0230607,-79.4608897
Ecuador-Santo_Domingo_de_los_Tsachilas,province,Ecuador,Santo Domingo de los Tsachilas,,,-0.2521882,-79.1879383
Ecuador-Sucumbios,province,Ecuador,Sucumbios,,,0.08892309999999999,-76.8897557
Ecuador-El_Oro,province,Ecuador,El Oro,,,-3.2592413,-79.9583541
Ecuador-Manabi,province,Ecuador,Manabi,,,-1.0543434,-80.45264399999999
Ecuador-Loja,province,Ecuador,Loja,,,-4.0078909,-79.2112769
Ecuador-Napo,province,Ecuador,Napo,,,-0.9955963999999998,-77.8129684
Ecuador-Canar,province,Ecuador,Canar,,,-2.5589315,-78.9388191
Ecuador-Imbabura,province,Ecuador,Imbabura,,,0.3499768,-78.12601289999999
Ecuador-Carchi,province,Ecuador,Carchi,,,0.5026912,-77.9042521
Ecuador-Manabi-Montecristi,county,Ecuador,Manabi,Montecristi,Montecristi,-1.0452255,-80.6588196
Ecuador-Tungurahua,province,Ecuador,Tungurahua,,,-1.4702027,-78.4448055
El_Salvador-Ahuachapan,province,El Salvador,Ahuachapan,,,13.9259486,-89.84113819999999
El_Salvador-Cabanas,province,El Salvador,Cabanas,,,13.8648288,-88.7493998
El_Salvador-Chalatenango,province,El Salvador,Chalatenango,,,14.1916648,-89.1705998
El_Salvador-Cuscatlan,province,El Salvador,Cuscatlan,,,13.8661957,-89.0561532
El_Salvador-La_Libertad,province,El Salvador,La Libertad,,,13.490697,-89.3084607
El_Salvador-La_Paz,province,El Salvador,La Paz,,,13.495364,-88.9796776
El_Salvador-La_Union,province,El Salvador,La Union,,,13.3323464,-87.8500644
El_Salvador-Morazan,province,El Salvador,Morazan,,,13.7682,-88.1291387
El_Salvador-San_Miguel,province,El Salvador,San Miguel,,,13.4792922,-88.1779182
El_Salvador-San_Salvador,province,El Salvador,San Salvador,,,13.6929403,-89.2181911
El_Salvador-San_Vicente,province,El Salvador,San Vicente,,,13.6390979,-88.7830612
El_Salvador-Santa_Ana,province,El Salvador,Santa Ana,,,13.9778279,-89.56391190000001
El_Salvador-Sonsonate,province,El Salvador,Sonsonate,,,13.7113876,-89.72390970000001
El_Salvador-Usulutan,province,El Salvador,Usulutan,,,13.3453114,-88.4428112
El_Salvador-Guatemala,province,El Salvador,Guatemala,,,33.8031774,-117.9968103
El_Salvador-Honduras,province,El Salvador,Honduras,,,33.8031774,-117.9968103
Guatemala-Chiquimula,city,Guatemala,,,Chiquimula,14.7924897,-89.5450458
Guatemala-Chimaltenango,city,Guatemala,,,Chimaltenango,14.6631591,-90.8246386
Guatemala-Escuintla,city,Guatemala,,,Escuintla,14.3009252,-90.7881835
Guatemala-Suchitepequez,city,Guatemala,,,Suchitepequez,14.4215982,-91.4048249
Guatemala-Zacapa,city,Guatemala,,,Zacapa,14.9676218,-89.5356094
Guatemala-Jutiapa,city,Guatemala,,,Jutiapa,14.1930802,-89.9253233
Guatemala-Nor_Oriente,city,Guatemala,,,Nor Oriente,38.9826766,-76.9786416
Guatemala-Alta_Verapaz,city,Guatemala,,,Alta Verapaz,15.5942883,-90.14949879999999
Guatemala-Baja_Verapaz,city,Guatemala,,,Baja Verapaz,15.0787498,-90.4125181
Guatemala-Izabal,city,Guatemala,,,Izabal,15.5918066,-88.94138650000001
Guatemala-Ixcan,city,Guatemala,,,Ixcan,15.9862537,-90.7675424
Guatemala-Jalapa,city,Guatemala,,,Jalapa,14.5655154,-89.9253233
Guatemala-Peten_Norte,city,Guatemala,,,Peten Norte,16.912033,-90.2995785
Guatemala-Quetzaltenango,city,Guatemala,,,Quetzaltenango,14.8446068,-91.5231866
Guatemala-San_Marcos,city,Guatemala,,,San Marcos,14.9609782,-91.80745859999999
Guatemala-Sur,city,Guatemala,,,Sur,34.8689824,-82.43854569999999
Guatemala-Nor_Occidente,city,Guatemala,,,Nor Occidente,14.6550236,-90.6036767
Guatemala-Peten_Sur_Oriental,city,Guatemala,,,Peten Sur Oriental,16.3336226,-89.4183224
Guatemala-El_Progreso,city,Guatemala,,,El Progreso,14.8921637,-90.0373201
Guatemala-Santa_Rosa,city,Guatemala,,,Santa Rosa,14.1928003,-90.37483540000001
Guatemala-Retalhuleu,city,Guatemala,,,Retalhuleu,14.5245485,-91.685788
Guatemala-Sacatepequez,city,Guatemala,,,Sacatepequez,14.6110576,-90.7152749
Guatemala-Solola,city,Guatemala,,,Solola,14.7666085,-91.17850159999999
Guatemala-El_Quiche,city,Guatemala,,,El Quiche,15.4983808,-90.9820668
Guatemala-Peten_Sur_Occidental,city,Guatemala,,,Peten Sur Occidental,16.912033,-90.2995785
Guatemala-Central,city,Guatemala,,,Central,15.783471,-90.23075899999999
Guatemala-Ixil,city,Guatemala,,,Ixil,15.4093428,-91.148254
Guatemala-Huehuetenango,city,Guatemala,,,Huehuetenango,15.320133,-91.4700395
Guatemala-Totonicapan,city,Guatemala,,,Totonicapan,14.9173402,-91.36139229999999
Guatemala-Quiche,city,Guatemala,,,Quiche,15.4983808,-90.9820668
Haiti-Artibonite-Desssalines_Marchand,city,Haiti,Artibonite,Desssalines Marchand,Desssalines Marchand,19.2615558,-72.5190038
Haiti-Artibonite-Ennery,city,Haiti,Artibonite,Ennery,Ennery,19.4849192,-72.483507
Haiti-Artibonite-Gonaives,city,Haiti,Artibonite,Gonaives,Gonaives,19.4511496,-72.6801576
Haiti-Artibonite-Verrettes,city,Haiti,Artibonite,Verrettes,Verrettes,19.0487026,-72.47019449999999
Haiti-Artibonite,province,Haiti,Artibonite,,,19.362902,-72.4258145
Haiti-Centre-Hinche,city,Haiti,Centre,Hinche,Hinche,19.1411602,-72.014223
Haiti-Centre-Maissade,city,Haiti,Centre,Maissade,Maissade,19.1765583,-72.13865129999999
Haiti-Centre-Mirebalais,city,Haiti,Centre,Mirebalais,Mirebalais,18.8350125,-72.1031057
Haiti-Centre,province,Haiti,Centre,,,18.9582742,-72.0468164
Haiti-Grande_Anse-Corail,city,Haiti,Grande Anse,Corail,Corail,18.5680048,-73.88968489999999
Haiti-Grande_Anse-Dame_Marie,city,Haiti,Grande Anse,Dame Marie,Dame Marie,18.5614891,-74.4195864
Haiti-Grande_Anse-Roseaux,city,Haiti,Grande Anse,Roseaux,Roseaux,18.5994121,-74.0189955
Haiti-Grande_Anse,province,Haiti,Grande Anse,,,18.5489259,-74.07701
Haiti-Nippes-Fond_Des_Negres,city,Haiti,Nippes,Fond Des Negres,Fond Des Negres,18.3675276,-73.226405
Haiti-Nippes-Miragoane,city,Haiti,Nippes,Miragoane,Miragoane,18.4395252,-73.08627349999999
Haiti-Nippes,province,Haiti,Nippes,,,18.3990735,-73.4180211
Haiti-Nord-Cap_Haitien,city,Haiti,Nord,Cap Haitien,Cap Haitien,19.7370362,-72.20676809999999
Haiti-Nord-Limbe,city,Haiti,Nord,Limbe,Limbe,19.7025729,-72.40510139999999
Haiti-Nord-Milot,city,Haiti,Nord,Milot,Milot,19.6092712,-72.2134308
Haiti-Nord-Pignon,city,Haiti,Nord,Pignon,Pignon,19.3362853,-72.11643579999999
Haiti-Nord-Plaine_du_Nord,city,Haiti,Nord,Plaine du Nord,Plaine du Nord,19.67707,-72.2696
Haiti-Nord-Plaisance,city,Haiti,Nord,Plaisance,Plaisance,19.5986436,-72.4716737
Haiti-Nord,province,Haiti,Nord,,,19.5687715,-72.189
Haiti-Nord_Est-Ouanaminthe,city,Haiti,Nord Est,Ouanaminthe,Ouanaminthe,19.5473723,-71.72962489999999
Haiti-Nord_Est,province,Haiti,Nord Est,,,19.4889723,-71.8571331
Haiti-Nord_Ouest-La_Tortue,city,Haiti,Nord Ouest,La Tortue,La Tortue,20.0548685,-72.79246119999999
Haiti-Nord_Ouest-Saint_Louis_du_Nord,city,Haiti,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,19.9276075,-72.7141496
Haiti-Nord_Ouest,province,Haiti,Nord Ouest,,,19.8374009,-73.0405277
Haiti-Ouest-Carrefour,city,Haiti,Ouest,Carrefour,Carrefour,18.5295981,-72.40806049999999
Haiti-Ouest-Croix_des_Bouquets,city,Haiti,Ouest,Croix des Bouquets,Croix des Bouquets,18.5761,-72.2269
Haiti-Ouest-Delmas,city,Haiti,Ouest,Delmas,Delmas,18.5433614,-72.3052124
Haiti-Ouest-Petion_Ville,city,Haiti,Ouest,Petion Ville,Petion Ville,18.5138139,-72.2881907
Haiti-Ouest-Petit_Goave,city,Haiti,Ouest,Petit Goave,Petit Goave,18.4311407,-72.8545019
Haiti-Ouest-Port_au_Prince,city,Haiti,Ouest,Port au Prince,Port au Prince,18.594395,-72.3074326
Haiti-Ouest,province,Haiti,Ouest,,,18.4957015,-72.4731529
Haiti-Sud-Aquin,city,Haiti,Sud,Aquin,Aquin,18.2807252,-73.3959201
Haiti-Sud,province,Haiti,Sud,,,18.3320005,-73.7007088
Haiti-Sud_Est-Anse_A_Pitres,city,Haiti,Sud Est,Anse A Pitres,Anse A Pitres,18.0454463,-71.75779969999999
Haiti-Sud_Est-Cotes_de_Fer,city,Haiti,Sud Est,Cotes de Fer,Cotes de Fer,18.18877,-73.00289149999999
Haiti-Sud_Est-Marigot,city,Haiti,Sud Est,Marigot,Marigot,18.2336579,-72.32075309999999
Haiti-Sud_Est,province,Haiti,Sud Est,,,18.2783598,-72.35479149999999
Mexico-Aguascalientes,province,Mexico,Aguascalientes,,,21.8852562,-102.2915677
Mexico-Baja_California,province,Mexico,Baja California,,,30.8406338,-115.2837585
Mexico-Baja_California_Sur,province,Mexico,Baja California Sur,,,26.0444446,-111.6660725
Mexico-Campeche,province,Mexico,Campeche,,,18.931225,-90.2618068
Mexico-Chiapas,province,Mexico,Chiapas,,,16.7569318,-93.12923529999999
Mexico-Chihuahua,province,Mexico,Chihuahua,,,28.6329957,-106.0691004
Mexico-Coahuila_de_Zaragoza,province,Mexico,Coahuila de Zaragoza,,,27.058676,-101.7068294
Mexico-Colima,province,Mexico,Colima,,,19.1222634,-104.0072348
Mexico-Distrito_Federal,province,Mexico,Distrito Federal,,,19.4326077,-99.133208
Mexico-Durango,province,Mexico,Durango,,,24.5592665,-104.6587821
Mexico-Guanajuato,province,Mexico,Guanajuato,,,21.0190145,-101.2573586
Mexico-Guerrero,province,Mexico,Guerrero,,,17.4391926,-99.54509739999999
Mexico-Hidalgo,province,Mexico,Hidalgo,,,20.0910963,-98.7623874
Mexico-Jalisco,province,Mexico,Jalisco,,,20.6595382,-103.3494376
Mexico-Mexico,province,Mexico,Mexico,,,23.634501,-102.552784
Mexico-Michoacan_de_Ocampo,province,Mexico,Michoacan de Ocampo,,,19.5665192,-101.7068294
Mexico-Morelos,province,Mexico,Morelos,,,18.6813049,-99.1013498
Mexico-Nayarit,province,Mexico,Nayarit,,,21.7513844,-104.8454619
Mexico-Nuevo_Leon,province,Mexico,Nuevo Leon,,,25.592172,-99.99619469999999
Mexico-Oaxaca,province,Mexico,Oaxaca,,,17.0731842,-96.7265889
Mexico-Puebla,province,Mexico,Puebla,,,19.0414398,-98.2062727
Mexico-Queretaro_de_Arteaga,province,Mexico,Queretaro de Arteaga,,,20.5888184,-100.3898876
Mexico-Quintana_Roo,province,Mexico,Quintana Roo,,,19.1817393,-88.4791376
Mexico-San_Luis_Potosi,province,Mexico,San Luis Potosi,,,22.1564699,-100.9855409
Mexico-Sinaloa,province,Mexico,Sinaloa,,,25.1721091,-107.4795173
Mexico-Sonora,province,Mexico,Sonora,,,29.2972247,-110.3308814
Mexico-Tabasco,province,Mexico,Tabasco,,,17.8409173,-92.6189273
Mexico-Tamaulipas,province,Mexico,Tamaulipas,,,24.26694,-98.8362755
Mexico-Tlaxcala,province,Mexico,Tlaxcala,,,19.318154,-98.2374954
Mexico-Veracruz_de_Ignacio_de_la_Llave,province,Mexico,Veracruz de Ignacio de la Llave,,,19.2601605,-96.57833869999999
Mexico-Yucatan,province,Mexico,Yucatan,,,18.806656,-89.3985283
Mexico-Zacatecas,province,Mexico,Zacatecas,,,22.7708555,-102.5832426
Nicaragua-Chinandega,city,Nicaragua,,,Chinandega,12.6234721,-87.1273253
Nicaragua-Chinandega-San_Pedro_del_Norte,city,Nicaragua,Chinandega,San Pedro del Norte,San Pedro del Norte,13.2754541,-86.8778567
Nicaragua-Leon,city,Nicaragua,,,Leon,12.4315534,-86.87221459999999
Nicaragua-Leon-Quetzalguaque,city,Nicaragua,Leon,Quetzalguaque,Quetzalguaque,12.5077895,-86.9035511
Nicaragua-Leon-Telica,city,Nicaragua,Leon,Telica,Telica,12.6058333,-86.8422222
Nicaragua-Managua,city,Nicaragua,,,Managua,12.1149926,-86.2361744
Nicaragua-Managua-Ciudad_Sandino,city,Nicaragua,Managua,Ciudad Sandino,Ciudad Sandino,12.1564921,-86.3528838
Nicaragua-Masaya-Masatepe,city,Nicaragua,Masaya,Masatepe,Masatepe,11.9171458,-86.1471939
Nicaragua-Masaya-Nindiri,city,Nicaragua,Masaya,Nindiri,Nindiri,12.0022437,-86.1217424
Nicaragua-Masaya-San_Juan_de_Oriente,city,Nicaragua,Masaya,San Juan de Oriente,San Juan de Oriente,11.9033035,-86.0720757
Nicaragua-Matagalpa,city,Nicaragua,,,Matagalpa,12.9290069,-85.9151211
Nicaragua-Nueva_Segovia-Ocotal,city,Nicaragua,Nueva Segovia,Ocotal,Ocotal,13.6289038,-86.48449140000001
Nicaragua-Rivas-Cardenas,city,Nicaragua,Rivas,Cardenas,Cardenas,11.1975463,-85.51101039999999
Nicaragua-Other,city,Nicaragua,,,Other,12.865416,-85.207229
Nicaragua-Rivas,city,Nicaragua,,,Rivas,11.4326663,-85.8230251
Nicaragua-Masaya,city,Nicaragua,,,Masaya,11.9704485,-86.0886366
Nicaragua-Carazo,city,Nicaragua,,,Carazo,11.7274729,-86.21584969999999
Nicaragua-Granada,city,Nicaragua,,,Granada,11.9344073,-85.9560005
Nicaragua-Nueva_Segovia,city,Nicaragua,,,Nueva Segovia,13.7894404,-86.0121573
Nicaragua-Jinotega,city,Nicaragua,,,Jinotega,13.0883907,-85.9993997
Panama-Kuna_Yala-Acuatupu,county,Panama,Kuna Yala,Acuatupu,Acuatupu,9.1986445,-77.9870696
Panama-Kuna_Yala-Mulatupu,county,Panama,Kuna Yala,Mulatupu,Mulatupu,8.537981,-80.782127
Panama-Kuna_Yala-Ogobsucum,county,Panama,Kuna Yala,Ogobsucum,Ogobsucum,8.537981,-80.782127
Panama-Kuna_Yala-Ustupu,county,Panama,Kuna Yala,Ustupu,Ustupu,9.1324305,-77.9267437
Panama-Kuna_Yala-Achutupu,county,Panama,Kuna Yala,Achutupu,Achutupu,9.1986445,-77.9870696
Panama-Kuna_Yala-Pto_Obaldia,county,Panama,Kuna Yala,Pto Obaldia,Pto Obaldia,8.537981,-80.782127
Panama-Kuna_Yala-Playon_Chico,county,Panama,Kuna Yala,Playon Chico,Playon Chico,9.300226,-78.23721499999999
Panama-Kuna_Yala-Nargana,county,Panama,Kuna Yala,Nargana,Nargana,9.4447222,-78.5861111
Panama-Kuna_Yala-Corazon_de_Jesus,county,Panama,Kuna Yala,Corazon de Jesus,Corazon de Jesus,9.4447222,-78.5861111
Panama-Kuna_Yala-Rio_Azucar,county,Panama,Kuna Yala,Rio Azucar,Rio Azucar,9.425366,-78.629898
Panama-Kuna_Yala-Rio_Sidra,county,Panama,Kuna Yala,Rio Sidra,Rio Sidra,9.5028094,-78.8485822
Panama-Kuna_Yala-Carti_Sugdup,county,Panama,Kuna Yala,Carti Sugdup,Carti Sugdup,8.537981,-80.782127
Panama-Kuna_Yala-Ailigandi,county,Panama,Kuna Yala,Ailigandi,Ailigandi,8.537981,-80.782127
Panama-Kuna_Yala-Ailitupu,county,Panama,Kuna Yala,Ailitupu,Ailitupu,8.537981,-80.782127
Panama-Kuna_Yala-Nalugena,county,Panama,Kuna Yala,Nalugena,Nalugena,8.537981,-80.782127
Panama-Kuna_Yala-Mamitupu,county,Panama,Kuna Yala,Mamitupu,Mamitupu,9.1791225,-77.98243029999999
Panama-Kuna_Yala-Wichubhula,county,Panama,Kuna Yala,Wichubhula,Wichubhula,8.537981,-80.782127
Panama-Kuna_Yala-Soledad_Miria,county,Panama,Kuna Yala,Soledad Miria,Soledad Miria,9.445,-78.89989700000001
Panama-Kuna_Yala-Soledad_Miriam,county,Panama,Kuna Yala,Soledad Miriam,Soledad Miriam,9.445,-78.89989700000001
Panama-Kuna_Yala-Naranjo_Chico,county,Panama,Kuna Yala,Naranjo Chico,Naranjo Chico,9.45,-79.0333333
Panama-Metro-Tocumen,county,Panama,Metro,Tocumen,Tocumen,9.0674846,-79.3690831
Panama-Metro-SanFrancisco,county,Panama,Metro,SanFrancisco,SanFrancisco,8.9924711,-79.5069436
Panama-Metro-Man_anitas,county,Panama,Metro,Man anitas,Man anitas,9.1180319,-79.4197497
Panama-Metro-Calidonia,county,Panama,Metro,Calidonia,Calidonia,8.971488899999999,-79.53505299999999
Panama-Metro-Juan_Diaz,county,Panama,Metro,Juan Diaz,Juan Diaz,9.0311421,-79.4310052
Panama-Metro-Parque_Lefevre,county,Panama,Metro,Parque Lefevre,Parque Lefevre,9.0136149,-79.4844499
Panama-Metro-Santa_Ana,county,Panama,Metro,Santa Ana,Santa Ana,8.9567148,-79.542079
Panama-Metro-Rio_Abajo,county,Panama,Metro,Rio Abajo,Rio Abajo,9.0195473,-79.5013207
Panama-Metro-Pueblo_Nuevo,county,Panama,Metro,Pueblo Nuevo,Pueblo Nuevo,9.0144214,-79.5125662
Panama-Metro-Chorrillo,county,Panama,Metro,Chorrillo,Chorrillo,8.9493285,-79.5455917
Panama-Metro-Bella_Vista,county,Panama,Metro,Bella Vista,Bella Vista,8.9875064,-79.5238103
Panama-Metro-Bethania,county,Panama,Metro,Bethania,Bethania,9.009455899999999,-79.5294318
Panama-Metro-Ancon,county,Panama,Metro,Ancon,Ancon,9.052817000000001,-79.61652099999999
Panama-Metro-San_Felipe,county,Panama,Metro,San Felipe,San Felipe,8.9531326,-79.5357556
Panama-Metro-Pedregal,county,Panama,Metro,Pedregal,Pedregal,9.0968746,-79.4422593
Panama-Metro-24_de_Diciembre,county,Panama,Metro,24 de Diciembre,24 de Diciembre,9.0972163,-79.36063589999999
Panama-Metro-Clayton,county,Panama,Metro,Clayton,Clayton,9.0039675,-79.57579609999999
Panama-Metro-Costa_del_Este,county,Panama,Metro,Costa del Este,Costa del Este,9.0131299,-79.467576
Panama-Metro-Taboga,county,Panama,Metro,Taboga,Taboga,8.787191199999999,-79.55753419999999
Panama-Metro-Las_Garzas,county,Panama,Metro,Las Garzas,Las Garzas,8.9539301,-79.5344526
Panama-Metro-Arnulfo_Arias,county,Panama,Metro,Arnulfo Arias,Arnulfo Arias,9.0667073,-79.4830438
Panama-Metro-Gamboa,county,Panama,Metro,Gamboa,Gamboa,9.1164638,-79.696513
Panama-Metro-Veracruz,county,Panama,Metro,Veracruz,Veracruz,8.8876607,-79.6421415
Panama-Panama_Oeste-Gorgona,county,Panama,Panama Oeste,Gorgona,Gorgona,8.5569109,-79.87168369999999
Panama-Panama_Oeste-Guadalupe,county,Panama,Panama Oeste,Guadalupe,Guadalupe,26.898009,-101.431847
Panama-Panama_Oeste-Arraija_n,county,Panama,Panama Oeste,Arraija n,Arraija n,8.9417522,-79.6425589
Panama-Panama_Oeste-La_Chorrera,county,Panama,Panama Oeste,La Chorrera,La Chorrera,8.8828941,-79.77363059999999
Panama-Panama_Oeste-Playa_Leona,county,Panama,Panama Oeste,Playa Leona,Playa Leona,8.798655199999999,-79.7764337
Panama-Panama_Oeste-El_Coco,county,Panama,Panama Oeste,El Coco,El Coco,8.8702881,-79.810063
Panama-Panama_Oeste-La_Mitra,county,Panama,Panama Oeste,La Mitra,La Mitra,8.8423151,-79.7820394
Panama-Panama_Oeste-Vista_Alegre,county,Panama,Panama Oeste,Vista Alegre,Vista Alegre,8.9300687,-79.69912099999999
Panama-Panama_Norte-las_cumbres,county,Panama,Panama Norte,las cumbres,las cumbres,9.0945134,-79.54910439999999
Panama-Panama_Norte-Chilibre,county,Panama,Panama Norte,Chilibre,Chilibre,9.1619401,-79.61652099999999
Panama-Panama_Norte-Ernesto_Cordoba,county,Panama,Panama Norte,Ernesto Cordoba,Ernesto Cordoba,9.0789636,-79.5088291
Panama-Colon-Salamanca,county,Panama,Colon,Salamanca,Salamanca,9.3335381,-79.596863
Panama-Colon-San_Juan,county,Panama,Colon,San Juan,San Juan,9.2248092,-79.6656473
Panama-San_Miguelito-Villas_del_Golf,county,Panama,San Miguelito,Villas del Golf,Villas del Golf,7.960973200000001,-80.4489929
Panama-San_Miguelito-San_Jose,county,Panama,San Miguelito,San Jose,San Jose,8.2636939,-79.1153367
Panama-San_Miguelito-Quintas_de_Montichello,county,Panama,San Miguelito,Quintas de Montichello,Quintas de Montichello,9.0562688,-79.46370859999999
Panama-San_Miguelito-Mano_de_Piedra,county,Panama,San Miguelito,Mano de Piedra,Mano de Piedra,8.559085,-80.371071
