location,location_type,country,province,county,city,latitude,longitude
Colombia-Cundinamarca-Cachipay,city,Colombia,Cundinamarca,Cachipay,Cachipay,5.26674,-74.56672
Colombia-Cundinamarca-Cajica,city,Colombia,Cundinamarca,Cajica,Cajica,4.917530999999999,-74.024773
Colombia-Cundinamarca-Caparrapi,city,Colombia,Cundinamarca,Caparrapi,Caparrapi,5.345645,-74.49081
Colombia-Cundinamarca-Caqueza,city,Colombia,Cundinamarca,Caqueza,Caqueza,4.4056369,-73.946686
Colombia-Cundinamarca-Carmen_De_Carupa,city,Colombia,Cundinamarca,Carmen De Carupa,Carmen De Carupa,5.349094,-73.901353
Colombia-Cundinamarca-Chaguani,city,Colombia,Cundinamarca,Chaguani,Chaguani,4.949600999999999,-74.593836
Colombia-Cundinamarca-Chia,city,Colombia,Cundinamarca,Chia,Chia,4.8615787,-74.0325368
Colombia-Cundinamarca-Chipaque,city,Colombia,Cundinamarca,Chipaque,Chipaque,4.4431839,-74.045
Colombia-Cundinamarca-Choachi,city,Colombia,Cundinamarca,Choachi,Choachi,4.528659,-73.922968
Colombia-Cundinamarca-Choconta,city,Colombia,Cundinamarca,Choconta,Choconta,5.1473639,-73.685875
Colombia-Cundinamarca-Cogua,city,Colombia,Cundinamarca,Cogua,Cogua,5.061241,-73.97640799999999
Colombia-Cundinamarca-Cota,city,Colombia,Cundinamarca,Cota,Cota,4.809271,-74.10312100000002
Colombia-Cundinamarca-Cucunuba,city,Colombia,Cundinamarca,Cucunuba,Cucunuba,5.250513000000001,-73.766863
Colombia-Cundinamarca-El_Colegio,city,Colombia,Cundinamarca,El Colegio,El Colegio,4.58473,-74.94942
Colombia-Cundinamarca-El_Penon,city,Colombia,Cundinamarca,El Penon,El Penon,6.223611,-75.178333
Colombia-Cundinamarca-El_Rosal,city,Colombia,Cundinamarca,El Rosal,El Rosal,4.852250000000001,-74.26482399999999
Colombia-Cundinamarca-Facatativa,city,Colombia,Cundinamarca,Facatativa,Facatativa,4.809984,-74.35400899999999
Colombia-Cundinamarca-Fomeque,city,Colombia,Cundinamarca,Fomeque,Fomeque,4.486748,-73.895359
Colombia-Cundinamarca-Fosca,city,Colombia,Cundinamarca,Fosca,Fosca,4.338952,-73.938919
Colombia-Cundinamarca-Funza,city,Colombia,Cundinamarca,Funza,Funza,4.717029,-74.21225
Colombia-Cundinamarca-Fuquene,city,Colombia,Cundinamarca,Fuquene,Fuquene,5.403917,-73.79557199999999
Colombia-Cundinamarca-Fusagasuga,city,Colombia,Cundinamarca,Fusagasuga,Fusagasuga,4.345152,-74.361823
Colombia-Cundinamarca-Gachala,city,Colombia,Cundinamarca,Gachala,Gachala,4.693039,-73.51997
Colombia-Cundinamarca-Gachancipa,city,Colombia,Cundinamarca,Gachancipa,Gachancipa,4.9918699,-73.87075999999999
Colombia-Cundinamarca-Gacheta,city,Colombia,Cundinamarca,Gacheta,Gacheta,4.816972,-73.63630599999999
Colombia-Cundinamarca-Gama,city,Colombia,Cundinamarca,Gama,Gama,4.762033,-73.610321
Colombia-Cundinamarca-Girardot,city,Colombia,Cundinamarca,Girardot,Girardot,4.3045959,-74.8031414
Colombia-Cundinamarca-Granada,city,Colombia,Cundinamarca,Granada,Granada,3.544831,-73.705281
Colombia-Cundinamarca-Guacheta,city,Colombia,Cundinamarca,Guacheta,Guacheta,5.383674999999999,-73.686939
Colombia-Cundinamarca-Guaduas,city,Colombia,Cundinamarca,Guaduas,Guaduas,5.067291,-74.595361
Colombia-Cundinamarca-Guasca,city,Colombia,Cundinamarca,Guasca,Guasca,4.867236,-73.877402
Colombia-Cundinamarca-Guataqui,city,Colombia,Cundinamarca,Guataqui,Guataqui,4.517444,-74.790311
Colombia-Cundinamarca-Guatavita,city,Colombia,Cundinamarca,Guatavita,Guatavita,4.934487,-73.83364399999999
Colombia-Cundinamarca-Guayabal_De_Siquima,city,Colombia,Cundinamarca,Guayabal De Siquima,Guayabal De Siquima,4.878323,-74.467283
Colombia-Cundinamarca-Guayabetal,city,Colombia,Cundinamarca,Guayabetal,Guayabetal,4.2157,-73.81475999999999
Colombia-Cundinamarca-Gutierrez,city,Colombia,Cundinamarca,Gutierrez,Gutierrez,4.255066,-74.00276699999999
Colombia-Cundinamarca-Jerusalen,city,Colombia,Cundinamarca,Jerusalen,Jerusalen,4.563292,-74.693204
Colombia-Cundinamarca-Junin,city,Colombia,Cundinamarca,Junin,Junin,4.791028,-73.663027
Colombia-Cundinamarca-La_Calera,city,Colombia,Cundinamarca,La Calera,La Calera,4.720521,-73.968631
Colombia-Cundinamarca-La_Mesa,city,Colombia,Cundinamarca,La Mesa,La Mesa,4.632147,-74.46301400000002
Colombia-Cundinamarca-La_Palma,city,Colombia,Cundinamarca,La Palma,La Palma,5.358433,-74.390683
Colombia-Cundinamarca-La_Pena,city,Colombia,Cundinamarca,La Pena,La Pena,5.200607799999999,-74.39320090000001
Colombia-Cundinamarca-La_Vega,city,Colombia,Cundinamarca,La Vega,La Vega,5.000528,-74.339439
Colombia-Cundinamarca-Lenguazaque,city,Colombia,Cundinamarca,Lenguazaque,Lenguazaque,5.3068989,-73.711727
Colombia-Cundinamarca-Macheta,city,Colombia,Cundinamarca,Macheta,Macheta,5.081005999999999,-73.608052
Colombia-Cundinamarca-Madrid,city,Colombia,Cundinamarca,Madrid,Madrid,4.733779,-74.2627569
Colombia-Cundinamarca-Manta,city,Colombia,Cundinamarca,Manta,Manta,5.009443999999999,-73.539987
Colombia-Cundinamarca-Medina,city,Colombia,Cundinamarca,Medina,Medina,4.508399,-73.349853
Colombia-Cundinamarca-Mosquera,city,Colombia,Cundinamarca,Mosquera,Mosquera,4.706035,-74.23010099999999
Colombia-Cundinamarca-Narino,city,Colombia,Cundinamarca,Narino,Narino,1.289151,-77.35794000000001
Colombia-Cundinamarca-Nemocon,city,Colombia,Cundinamarca,Nemocon,Nemocon,5.066968999999999,-73.880696
Colombia-Cundinamarca-Nilo,city,Colombia,Cundinamarca,Nilo,Nilo,4.307339,-74.619935
Colombia-Cundinamarca-Nimaima,city,Colombia,Cundinamarca,Nimaima,Nimaima,5.12645,-74.38555
Colombia-Cundinamarca-Nocaima,city,Colombia,Cundinamarca,Nocaima,Nocaima,5.069434999999999,-74.38030499999999
Colombia-Cundinamarca-Venecia,city,Colombia,Cundinamarca,Venecia,Venecia,5.963962,-75.735417
Colombia-Cundinamarca-Pacho,city,Colombia,Cundinamarca,Pacho,Pacho,5.137918,-74.152868
Colombia-Cundinamarca-Paime,city,Colombia,Cundinamarca,Paime,Paime,5.370625,-74.152796
Colombia-Cundinamarca-Pandi,city,Colombia,Cundinamarca,Pandi,Pandi,4.19065,-74.486751
Colombia-Cundinamarca-Paratebueno,city,Colombia,Cundinamarca,Paratebueno,Paratebueno,4.376587,-73.209608
Colombia-Cundinamarca-Pasca,city,Colombia,Cundinamarca,Pasca,Pasca,4.308498,-74.299995
Colombia-Cundinamarca-Puerto_Salgar,city,Colombia,Cundinamarca,Puerto Salgar,Puerto Salgar,5.467414,-74.652693
Colombia-Cundinamarca-Puli,city,Colombia,Cundinamarca,Puli,Puli,4.6825979,-74.713599
Colombia-Cundinamarca-Quebradanegra,city,Colombia,Cundinamarca,Quebradanegra,Quebradanegra,5.117721,-74.479244
Colombia-Cundinamarca-Quetame,city,Colombia,Cundinamarca,Quetame,Quetame,4.32998,-73.86318299999999
Colombia-Cundinamarca-Quipile,city,Colombia,Cundinamarca,Quipile,Quipile,4.74257,-74.56210999999999
Colombia-Cundinamarca-Apulo,city,Colombia,Cundinamarca,Apulo,Apulo,4.521301999999999,-74.593706
Colombia-Cundinamarca-Rafael_Reyes_Apulo,city,Colombia,Cundinamarca,Rafael Reyes Apulo,Rafael Reyes Apulo,4.52055,-74.5938199
Colombia-Cundinamarca-Ricaurte,city,Colombia,Cundinamarca,Ricaurte,Ricaurte,4.277309,-74.77230500000002
Colombia-Cundinamarca-San_Antonio_Del_Tequendama,city,Colombia,Cundinamarca,San Antonio Del Tequendama,San Antonio Del Tequendama,4.6162489,-74.35214909999999
Colombia-Cundinamarca-San_Bernardo,city,Colombia,Cundinamarca,San Bernardo,San Bernardo,9.7197222,-75.78277779999999
Colombia-Cundinamarca-San_Cayetano,city,Colombia,Cundinamarca,San Cayetano,San Cayetano,5.301222,-74.06970199999999
Colombia-Cundinamarca-San_Francisco,city,Colombia,Cundinamarca,San Francisco,San Francisco,4.974252,-74.291386
Colombia-Cundinamarca-San_Juan_De_Rio_Seco,city,Colombia,Cundinamarca,San Juan De Rio Seco,San Juan De Rio Seco,4.846890999999999,-74.622303
Colombia-Cundinamarca-Sasaima,city,Colombia,Cundinamarca,Sasaima,Sasaima,4.963945000000001,-74.43404199999999
Colombia-Cundinamarca-Sesquile,city,Colombia,Cundinamarca,Sesquile,Sesquile,5.045268,-73.796925
Colombia-Cundinamarca-Sibate,city,Colombia,Cundinamarca,Sibate,Sibate,4.485011,-74.259334
Colombia-Cundinamarca-Silvania,city,Colombia,Cundinamarca,Silvania,Silvania,4.390779999999999,-74.396782
Colombia-Cundinamarca-Simijaca,city,Colombia,Cundinamarca,Simijaca,Simijaca,5.503838,-73.85197099999999
Colombia-Cundinamarca-Soacha,city,Colombia,Cundinamarca,Soacha,Soacha,4.5827227,-74.21174649999999
Colombia-Cundinamarca-Sopo,city,Colombia,Cundinamarca,Sopo,Sopo,4.908732,-73.9410709
Colombia-Cundinamarca-Subachoque,city,Colombia,Cundinamarca,Subachoque,Subachoque,4.929001,-74.172465
Colombia-Cundinamarca-Suesca,city,Colombia,Cundinamarca,Suesca,Suesca,5.103929,-73.798632
Colombia-Cundinamarca-Supata,city,Colombia,Cundinamarca,Supata,Supata,5.061607,-74.235546
Colombia-Cundinamarca-Susa,city,Colombia,Cundinamarca,Susa,Susa,5.455099,-73.814707
Colombia-Cundinamarca-Sutatausa,city,Colombia,Cundinamarca,Sutatausa,Sutatausa,5.247294999999999,-73.852667
Colombia-Cundinamarca-Tabio,city,Colombia,Cundinamarca,Tabio,Tabio,4.916962,-74.096358
Colombia-Cundinamarca-Tausa,city,Colombia,Cundinamarca,Tausa,Tausa,5.196181999999999,-73.8865409
Colombia-Cundinamarca-Tena,city,Colombia,Cundinamarca,Tena,Tena,4.655622999999999,-74.38957599999999
Colombia-Cundinamarca-Tenjo,city,Colombia,Cundinamarca,Tenjo,Tenjo,4.871884,-74.145663
Colombia-Cundinamarca-Tibacuy,city,Colombia,Cundinamarca,Tibacuy,Tibacuy,4.347837,-74.45254
Colombia-Cundinamarca-Tibirita,city,Colombia,Cundinamarca,Tibirita,Tibirita,5.052433,-73.5046459
Colombia-Cundinamarca-Tocaima,city,Colombia,Cundinamarca,Tocaima,Tocaima,4.457055,-74.633923
Colombia-Cundinamarca-Tocancipa,city,Colombia,Cundinamarca,Tocancipa,Tocancipa,4.965002,-73.9108229
Colombia-Cundinamarca-Topaipi,city,Colombia,Cundinamarca,Topaipi,Topaipi,5.335775000000001,-74.301474
Colombia-Cundinamarca-Ubala,city,Colombia,Cundinamarca,Ubala,Ubala,4.743647,-73.534989
Colombia-Cundinamarca-Ubaque,city,Colombia,Cundinamarca,Ubaque,Ubaque,4.482842,-73.93468
Colombia-Cundinamarca-Villa_De_San_Diego_De_Ubate,city,Colombia,Cundinamarca,Villa De San Diego De Ubate,Villa De San Diego De Ubate,5.312024,-73.81822199999999
Colombia-Cundinamarca-Une,city,Colombia,Cundinamarca,Une,Une,4.402585,-74.025384
Colombia-Cundinamarca-Utica,city,Colombia,Cundinamarca,Utica,Utica,5.187784,-74.48145699999999
Colombia-Cundinamarca-Vergara,city,Colombia,Cundinamarca,Vergara,Vergara,5.118232,-74.34495299999999
Colombia-Cundinamarca-Viani,city,Colombia,Cundinamarca,Viani,Viani,4.875749,-74.56051699999999
Colombia-Cundinamarca-Villagomez,city,Colombia,Cundinamarca,Villagomez,Villagomez,5.2733,-74.19516899999999
Colombia-Cundinamarca-Villapinzon,city,Colombia,Cundinamarca,Villapinzon,Villapinzon,5.215209,-73.5946249
Colombia-Cundinamarca-Villeta,city,Colombia,Cundinamarca,Villeta,Villeta,5.011706,-74.470362
Colombia-Cundinamarca-Viota,city,Colombia,Cundinamarca,Viota,Viota,4.438829,-74.52239399999999
Colombia-Cundinamarca-Yacopi,city,Colombia,Cundinamarca,Yacopi,Yacopi,5.460014,-74.33852399999999
Colombia-Cundinamarca-Zipacon,city,Colombia,Cundinamarca,Zipacon,Zipacon,4.759634,-74.38004900000001
Colombia-Cundinamarca-Zipaquira,city,Colombia,Cundinamarca,Zipaquira,Zipaquira,5.021476,-73.990955
Colombia-Choco-Quibdo,city,Colombia,Choco,Quibdo,Quibdo,5.695633,-76.649812
Colombia-Choco-Acandi,city,Colombia,Choco,Acandi,Acandi,8.510109,-77.27897999999999
Colombia-Choco-Alto_Baudo,city,Colombia,Choco,Alto Baudo,Alto Baudo,5.516347,-76.974502
Colombia-Choco-Atrato,city,Colombia,Choco,Atrato,Atrato,10.0666499,-74.20003
Colombia-Choco-Bagado,city,Colombia,Choco,Bagado,Bagado,5.41139,-76.416372
Colombia-Choco-Bahia_Solano,city,Colombia,Choco,Bahia Solano,Bahia Solano,6.222551999999999,-77.40115399999999
Colombia-Choco-Bajo_Baudo,city,Colombia,Choco,Bajo Baudo,Bajo Baudo,5.3442678,-77.2864879
Colombia-Choco-Belen_De_Bajira,city,Colombia,Choco,Belen De Bajira,Belen De Bajira,7.371378,-76.714705
Colombia-Choco-Bojaya,city,Colombia,Choco,Bojaya,Bojaya,6.4971459,-77.10249019999999
Colombia-Choco-El_Canton_Del_San_Pablo,city,Colombia,Choco,El Canton Del San Pablo,El Canton Del San Pablo,5.33893,-76.73137
Colombia-Choco-Carmen_Del_Darien,city,Colombia,Choco,Carmen Del Darien,Carmen Del Darien,5.6881992,-76.6513374
Colombia-Choco-Certegui,city,Colombia,Choco,Certegui,Certegui,5.40004,-76.60002999999999
Colombia-Choco-Condoto,city,Colombia,Choco,Condoto,Condoto,5.089545999999999,-76.652079
Colombia-Choco-El_Carmen_De_Atrato,city,Colombia,Choco,El Carmen De Atrato,El Carmen De Atrato,5.900621,-76.14219899999999
Colombia-Choco-El_Litoral_Del_San_Juan,city,Colombia,Choco,El Litoral Del San Juan,El Litoral Del San Juan,4.2006777,-76.7336521
Colombia-Choco-Istmina,city,Colombia,Choco,Istmina,Istmina,5.157788,-76.68754
Colombia-Choco-Jurado,city,Colombia,Choco,Jurado,Jurado,7.102626,-77.762046
Colombia-Choco-Lloro,city,Colombia,Choco,Lloro,Lloro,5.504209899999999,-76.53144999999999
Colombia-Choco-Medio_Atrato,city,Colombia,Choco,Medio Atrato,Medio Atrato,5.989716400000001,-76.7336521
Colombia-Choco-Medio_Baudo,city,Colombia,Choco,Medio Baudo,Medio Baudo,5.1334095,-76.964306
Colombia-Choco-Medio_San_Juan,city,Colombia,Choco,Medio San Juan,Medio San Juan,4.570868,-74.297333
Colombia-Choco-Novita,city,Colombia,Choco,Novita,Novita,4.956167,-76.60734900000001
Colombia-Choco-Nuqui,city,Colombia,Choco,Nuqui,Nuqui,5.709563,-77.2666969
Colombia-Choco-Rio_Iro,city,Colombia,Choco,Rio Iro,Rio Iro,5.129023,-76.6181398
Colombia-Choco-Rio_Quito,city,Colombia,Choco,Rio Quito,Rio Quito,5.5380856,-76.7798172
Colombia-Choco-Riosucio,city,Colombia,Choco,Riosucio,Riosucio,5.420683899999999,-75.705388
Colombia-Choco-San_Jose_Del_Palmar,city,Colombia,Choco,San Jose Del Palmar,San Jose Del Palmar,4.97262,-76.22922
Colombia-Choco-Sipi,city,Colombia,Choco,Sipi,Sipi,4.65306,-76.64417
Colombia-Choco-Tado,city,Colombia,Choco,Tado,Tado,5.2649419,-76.55943300000001
Colombia-Choco-Unguia,city,Colombia,Choco,Unguia,Unguia,8.04668,-77.093232
Colombia-Choco-Union_Panamericana,city,Colombia,Choco,Union Panamericana,Union Panamericana,5.30648,-76.64542999999999
Colombia-Huila-Neiva,city,Colombia,Huila,Neiva,Neiva,2.9344837,-75.2809001
Colombia-Huila-Acevedo,city,Colombia,Huila,Acevedo,Acevedo,1.805165,-75.88834
Colombia-Huila-Agrado,city,Colombia,Huila,Agrado,Agrado,2.260441,-75.7714139
Colombia-Huila-Aipe,city,Colombia,Huila,Aipe,Aipe,3.222095,-75.241066
Colombia-Huila-Algeciras,city,Colombia,Huila,Algeciras,Algeciras,2.523477,-75.3156939
Colombia-Huila-Altamira,city,Colombia,Huila,Altamira,Altamira,2.063112,-75.787545
Colombia-Huila-Baraya,city,Colombia,Huila,Baraya,Baraya,3.151685,-75.054209
Colombia-Huila-Campoalegre,city,Colombia,Huila,Campoalegre,Campoalegre,2.6851058,-75.3266416
Colombia-Huila-Colombia,city,Colombia,Huila,Colombia,Colombia,4.570868,-74.297333
Colombia-Huila-Elias,city,Colombia,Huila,Elias,Elias,2.013818,-75.9373449
Colombia-Huila-Garzon,city,Colombia,Huila,Garzon,Garzon,2.195403,-75.6274679
Colombia-Huila-Gigante,city,Colombia,Huila,Gigante,Gigante,2.384507,-75.54288799999999
Colombia-Huila-Guadalupe,city,Colombia,Huila,Guadalupe,Guadalupe,6.246048999999999,-73.418739
Colombia-Huila-Hobo,city,Colombia,Huila,Hobo,Hobo,2.582523,-75.4498009
Colombia-Huila-Iquira,city,Colombia,Huila,Iquira,Iquira,2.649516,-75.635076
Colombia-Huila-Isnos,city,Colombia,Huila,Isnos,Isnos,1.932389,-76.214046
Colombia-Huila-La_Argentina,city,Colombia,Huila,La Argentina,La Argentina,2.198444,-75.978781
Colombia-Huila-La_Plata,city,Colombia,Huila,La Plata,La Plata,2.389011,-75.8942469
Colombia-Huila-Nataga,city,Colombia,Huila,Nataga,Nataga,2.546186,-75.80924499999999
Colombia-Huila-Oporapa,city,Colombia,Huila,Oporapa,Oporapa,2.0259109,-75.99496400000001
Colombia-Huila-Paicol,city,Colombia,Huila,Paicol,Paicol,2.449478,-75.77291699999999
Colombia-Huila-Palermo,city,Colombia,Huila,Palermo,Palermo,2.886246,-75.433419
Colombia-Huila-Palestina,city,Colombia,Huila,Palestina,Palestina,5.02022,-75.62281
Colombia-Huila-Pital,city,Colombia,Huila,Pital,Pital,2.266733,-75.803848
Colombia-Huila-Pitalito,city,Colombia,Huila,Pitalito,Pitalito,1.85298,-76.048869
Colombia-Huila-Rivera,city,Colombia,Huila,Rivera,Rivera,2.777781,-75.2594359
Colombia-Huila-Saladoblanco,city,Colombia,Huila,Saladoblanco,Saladoblanco,1.993097,-76.04361399999999
Colombia-Huila-San_Agustin,city,Colombia,Huila,San Agustin,San Agustin,1.879826,-76.270749
Colombia-Huila-Santa_Maria,city,Colombia,Huila,Santa Maria,Santa Maria,11.2403547,-74.2110227
Colombia-Huila-Suaza,city,Colombia,Huila,Suaza,Suaza,1.97688,-75.79497099999999
Colombia-Huila-Tarqui,city,Colombia,Huila,Tarqui,Tarqui,2.112437,-75.823483
Colombia-Huila-Tesalia,city,Colombia,Huila,Tesalia,Tesalia,2.485427,-75.727318
Colombia-Huila-Tello,city,Colombia,Huila,Tello,Tello,3.0673499,-75.1381059
Colombia-Huila-Teruel,city,Colombia,Huila,Teruel,Teruel,2.741117,-75.56850299999999
Colombia-Huila-Timana,city,Colombia,Huila,Timana,Timana,1.974415,-75.932847
Colombia-Huila-Villavieja,city,Colombia,Huila,Villavieja,Villavieja,3.218357,-75.21755999999999
Colombia-Huila-Yaguara,city,Colombia,Huila,Yaguara,Yaguara,2.664454000000001,-75.518334
Colombia-Guajira-Riohacha,city,Colombia,Guajira,Riohacha,Riohacha,11.5384151,-72.91678379999999
Colombia-Guajira-Albania,city,Colombia,Guajira,Albania,Albania,11.160651,-72.59190699999999
Colombia-Guajira-Barrancas,city,Colombia,Guajira,Barrancas,Barrancas,10.9556419,-72.795543
Colombia-Guajira-Dibulla,city,Colombia,Guajira,Dibulla,Dibulla,11.272426,-73.30933700000001
Colombia-Guajira-Distraccion,city,Colombia,Guajira,Distraccion,Distraccion,10.89732,-72.88412
Colombia-Guajira-El_Molino,city,Colombia,Guajira,El Molino,El Molino,10.6524699,-72.92527
Colombia-Guajira-Fonseca,city,Colombia,Guajira,Fonseca,Fonseca,10.886123,-72.85151499999999
Colombia-Guajira-Hatonuevo,city,Colombia,Guajira,Hatonuevo,Hatonuevo,11.066345,-72.762546
Colombia-Guajira-La_Jagua_Del_Pilar,city,Colombia,Guajira,La Jagua Del Pilar,La Jagua Del Pilar,10.5089602,-73.0715178
Colombia-Guajira-Maicao,city,Colombia,Guajira,Maicao,Maicao,11.3789335,-72.2485171
Colombia-Guajira-Manaure,city,Colombia,Guajira,Manaure,Manaure,11.772778,-72.444227
Colombia-Guajira-San_Juan_Del_Cesar,city,Colombia,Guajira,San Juan Del Cesar,San Juan Del Cesar,10.7698637,-73.0021534
Colombia-Guajira-Uribia,city,Colombia,Guajira,Uribia,Uribia,11.7149978,-72.26593910000001
Colombia-Guajira-Urumita,city,Colombia,Guajira,Urumita,Urumita,10.559313,-73.013282
Colombia-Guajira-Villanueva,city,Colombia,Guajira,Villanueva,Villanueva,10.603721,-72.98193599999999
Colombia-Sta_Marta_DE-Santa_Marta,city,Colombia,Sta Marta DE,Santa Marta,Santa Marta,11.2403547,-74.2110227
Colombia-Magdalena-Sitio_Nuevo,city,Colombia,Magdalena,Sitio Nuevo,Sitio Nuevo,10.77525,-74.71955
Colombia-Magdalena-Algarrobo,city,Colombia,Magdalena,Algarrobo,Algarrobo,10.10004,-74.26662999999999
Colombia-Magdalena-Aracataca,city,Colombia,Magdalena,Aracataca,Aracataca,10.591925,-74.186103
Colombia-Magdalena-Ariguani,city,Colombia,Magdalena,Ariguani,Ariguani,9.844197,-74.22811899999999
Colombia-Magdalena-Cerro_San_Antonio,city,Colombia,Magdalena,Cerro San Antonio,Cerro San Antonio,10.327095,-74.868681
Colombia-Magdalena-Chibolo,city,Colombia,Magdalena,Chibolo,Chibolo,10.02812,-74.62157499999999
Colombia-Magdalena-Cienaga,city,Colombia,Magdalena,Cienaga,Cienaga,11.007984,-74.248926
Colombia-Magdalena-Concordia,city,Colombia,Magdalena,Concordia,Concordia,6.044979,-75.908354
Colombia-Magdalena-El_Banco,city,Colombia,Magdalena,El Banco,El Banco,9.003506999999999,-73.97386399999999
Colombia-Magdalena-El_Pinon,city,Colombia,Magdalena,El Pinon,El Pinon,10.404038,-74.823769
Colombia-Magdalena-El_Reten,city,Colombia,Magdalena,El Reten,El Reten,10.611793,-74.26938299999999
Colombia-Magdalena-Fundacion,city,Colombia,Magdalena,Fundacion,Fundacion,10.517179,-74.1819979
Colombia-Magdalena-Guamal,city,Colombia,Magdalena,Guamal,Guamal,9.144527,-74.22629400000001
Colombia-Magdalena-Nueva_Granada,city,Colombia,Magdalena,Nueva Granada,Nueva Granada,9.805783,-74.392253
Colombia-Magdalena-Pedraza,city,Colombia,Magdalena,Pedraza,Pedraza,10.1884029,-74.916397
Colombia-Magdalena-Pijino_Del_Carmen,city,Colombia,Magdalena,Pijino Del Carmen,Pijino Del Carmen,9.3302391,-74.4532954
Colombia-Magdalena-Pivijay,city,Colombia,Magdalena,Pivijay,Pivijay,10.461181,-74.614654
Colombia-Magdalena-Plato,city,Colombia,Magdalena,Plato,Plato,9.791337,-74.7975249
Colombia-Magdalena-Puebloviejo,city,Colombia,Magdalena,Puebloviejo,Puebloviejo,10.992353,-74.284038
Colombia-Magdalena-Remolino,city,Colombia,Magdalena,Remolino,Remolino,10.701732,-74.7163829
Colombia-Magdalena-Sabanas_De_San_Angel,city,Colombia,Magdalena,Sabanas De San Angel,Sabanas De San Angel,10.0297699,-74.21531
Colombia-Magdalena-Salamina,city,Colombia,Magdalena,Salamina,Salamina,5.402354,-75.486468
Colombia-Magdalena-San_Sebastian_De_Buenavista,city,Colombia,Magdalena,San Sebastian De Buenavista,San Sebastian De Buenavista,9.240300999999999,-74.351193
Colombia-Magdalena-San_Zenon,city,Colombia,Magdalena,San Zenon,San Zenon,9.245740999999999,-74.4991189
Colombia-Magdalena-Santa_Ana,city,Colombia,Magdalena,Santa Ana,Santa Ana,9.322961,-74.570544
Colombia-Magdalena-Santa_Barbara_De_Pinto,city,Colombia,Magdalena,Santa Barbara De Pinto,Santa Barbara De Pinto,9.43234,-74.70492999999999
Colombia-Magdalena-Sitionuevo,city,Colombia,Magdalena,Sitionuevo,Sitionuevo,10.77525,-74.71955
Colombia-Magdalena-Tenerife,city,Colombia,Magdalena,Tenerife,Tenerife,9.898413,-74.858425
Colombia-Magdalena-Zapayan,city,Colombia,Magdalena,Zapayan,Zapayan,2.4448143,-76.6147395
Colombia-Magdalena-Zona_Bananera,city,Colombia,Magdalena,Zona Bananera,Zona Bananera,10.7922447,-74.1709702
Colombia-Meta-Villavicencio,city,Colombia,Meta,Villavicencio,Villavicencio,4.1513822,-73.63769049999999
Colombia-Meta-Acacias,city,Colombia,Meta,Acacias,Acacias,3.991663,-73.76612899999999
Colombia-Meta-Barranca_De_Upia,city,Colombia,Meta,Barranca De Upia,Barranca De Upia,4.567588000000001,-72.966577
Colombia-Meta-Cabuyaro,city,Colombia,Meta,Cabuyaro,Cabuyaro,4.284528,-72.7923129
Colombia-Meta-Castilla_La_Nueva,city,Colombia,Meta,Castilla La Nueva,Castilla La Nueva,3.827834,-73.690164
Colombia-Meta-Cubarral,city,Colombia,Meta,Cubarral,Cubarral,3.766667,-73.833333
Colombia-Meta-Cumaral,city,Colombia,Meta,Cumaral,Cumaral,4.271262,-73.48805200000001
Colombia-Meta-El_Calvario,city,Colombia,Meta,El Calvario,El Calvario,4.352332,-73.712966
Colombia-Meta-El_Castillo,city,Colombia,Meta,El Castillo,El Castillo,6.190501900000001,-75.5727914
Colombia-Meta-El_Dorado,city,Colombia,Meta,El Dorado,El Dorado,4.7014128,-74.1444969
Colombia-Meta-Fuente_De_Oro,city,Colombia,Meta,Fuente De Oro,Fuente De Oro,3.462502,-73.619979
Colombia-Meta-Granada,city,Colombia,Meta,Granada,Granada,3.544831,-73.705281
Colombia-Meta-Guamal,city,Colombia,Meta,Guamal,Guamal,9.144527,-74.22629400000001
Colombia-Meta-Mapiripan,city,Colombia,Meta,Mapiripan,Mapiripan,2.892506,-72.13317500000001
Colombia-Meta-Mesetas,city,Colombia,Meta,Mesetas,Mesetas,3.381995,-74.043801
Colombia-Meta-La_Macarena,city,Colombia,Meta,La Macarena,La Macarena,2.181718,-73.78645
Colombia-Meta-Uribe,city,Colombia,Meta,Uribe,Uribe,3.239241,-74.350661
Colombia-Meta-Lejanias,city,Colombia,Meta,Lejanias,Lejanias,3.526086,-74.024393
Colombia-Meta-Puerto_Concordia,city,Colombia,Meta,Puerto Concordia,Puerto Concordia,2.6236449,-72.75623399999999
Colombia-Meta-Puerto_Gaitan,city,Colombia,Meta,Puerto Gaitan,Puerto Gaitan,4.312977,-72.083573
Colombia-Meta-Puerto_Lopez,city,Colombia,Meta,Puerto Lopez,Puerto Lopez,4.091354,-72.955918
Colombia-Meta-Puerto_Lleras,city,Colombia,Meta,Puerto Lleras,Puerto Lleras,3.272414,-73.369542
Colombia-Meta-Puerto_Rico,city,Colombia,Meta,Puerto Rico,Puerto Rico,1.909918,-75.157235
Colombia-Meta-Restrepo,city,Colombia,Meta,Restrepo,Restrepo,3.82172,-76.52047
Colombia-Meta-San_Carlos_De_Guaroa,city,Colombia,Meta,San Carlos De Guaroa,San Carlos De Guaroa,3.710353,-73.24192099999999
Colombia-Meta-San_Juan_De_Arama,city,Colombia,Meta,San Juan De Arama,San Juan De Arama,3.34645,-73.88941
Colombia-Meta-San_Juanito,city,Colombia,Meta,San Juanito,San Juanito,4.457915,-73.6761889
