location,density_per_km
Colombia-Cundinamarca-Caqueza,151.567138671875
Colombia-Cundinamarca-Carmen_De_Carupa,30.474632263183594
Colombia-Cundinamarca-Chaguani,18.22469711303711
Colombia-Cundinamarca-Chia,3129.078125
Colombia-Cundinamarca-Chipaque,61.96161651611328
Colombia-Cundinamarca-Choachi,55.534725189208984
Colombia-Cundinamarca-Choconta,100.39677429199219
Colombia-Cundinamarca-Cogua,221.4049072265625
Colombia-Cundinamarca-Cota,691.8770751953125
Colombia-Cundinamarca-Cucunuba,57.16888427734375
Colombia-Cundinamarca-El_Colegio,33.78431701660156
Colombia-Cundinamarca-El_Penon,141.2722625732422
Colombia-Cundinamarca-El_Rosal,268.18768310546875
Colombia-Cundinamarca-Facatativa,1207.733154296875
Colombia-Cundinamarca-Fomeque,21.715307235717773
Colombia-Cundinamarca-Fosca,71.08856201171875
Colombia-Cundinamarca-Funza,1708.11474609375
Colombia-Cundinamarca-Fuquene,99.3134994506836
Colombia-Cundinamarca-Fusagasuga,827.1873779296875
Colombia-Cundinamarca-Gachala,15.958187103271484
Colombia-Cundinamarca-Gachancipa,590.7825927734375
Colombia-Cundinamarca-Gacheta,44.62459945678711
Colombia-Cundinamarca-Gama,38.33130645751953
Colombia-Cundinamarca-Girardot,837.5756225585938
Colombia-Cundinamarca-Granada,248.09783935546875
Colombia-Cundinamarca-Guacheta,75.54045104980469
Colombia-Cundinamarca-Guaduas,62.71321105957031
Colombia-Cundinamarca-Guasca,50.04190444946289
Colombia-Cundinamarca-Guataqui,29.845191955566406
Colombia-Cundinamarca-Guatavita,34.520721435546875
Colombia-Cundinamarca-Guayabal_De_Siquima,53.55732727050781
Colombia-Cundinamarca-Guayabetal,21.03957176208496
Colombia-Cundinamarca-Gutierrez,8.629764556884766
Colombia-Cundinamarca-Jerusalen,10.576728820800781
Colombia-Cundinamarca-Junin,20.10417938232422
Colombia-Cundinamarca-La_Calera,100.13961791992188
Colombia-Cundinamarca-La_Mesa,279.45074462890625
Colombia-Cundinamarca-La_Palma,32.31156921386719
Colombia-Cundinamarca-La_Pena,60.16960144042969
