location,mosquito_dist
Colombia-Cordoba-Puerto_Escondido,1.0446712066850041
Colombia-Cordoba-Puerto_Libertador,1.1665639654400264
Colombia-Cordoba-Purisima,1.1504477036199996
Colombia-Cordoba-Sahagun,1.7993530254499972
Colombia-Cordoba-San_Andres_Sotavento,1.3071571943380003
Colombia-Cordoba-San_Antero,0.8947706274529997
Colombia-Cordoba-San_Bernardo_Del_Viento,1.0667382995038905
Colombia-Cordoba-San_Carlos,0.2189154179699896
Colombia-Cordoba-San_Jose_De_Ure,0.9683248870569933
Colombia-Cordoba-San_Pelayo,1.5362431614888323
Colombia-Cordoba-Tierralta,0.45092833801000115
Colombia-Cordoba-Tuchin,1.2173568016999998
Colombia-Cordoba-Valencia,0.36338063210761307
Colombia-Cundinamarca-Agua_De_Dios,0.022833089344000527
Colombia-Cundinamarca-Alban,0.05685176148799971
Colombia-Cundinamarca-Anapoima,0.010826004589000248
Colombia-Cundinamarca-Anolaima,0.014855924967999957
Colombia-Cundinamarca-Arbelaez,0.13051132904500085
Colombia-Cundinamarca-Beltran,0.09932595750500141
Colombia-Cundinamarca-Bituima,0.059079984799999125
Colombia-Cundinamarca-Bojaca,0.02501948810000091
Colombia-Cundinamarca-Cabrera,0.19909898486100297
Colombia-Cundinamarca-Cachipay,0.044250985999999506
Colombia-Cundinamarca-Cajica,0.2752505374900023
Colombia-Cundinamarca-Caparrapi,0.04299902212500197
Colombia-Cundinamarca-Caqueza,0.1594065272376094
Colombia-Cundinamarca-Carmen_De_Carupa,0.6010002314450023
Colombia-Cundinamarca-Chaguani,0.11118813409699863
Colombia-Cundinamarca-Chia,0.24047117164792686
Colombia-Cundinamarca-Chipaque,0.21552525521920748
Colombia-Cundinamarca-Choachi,0.22345352730499807
Colombia-Cundinamarca-Choconta,0.8722701426482153
Colombia-Cundinamarca-Cogua,0.4210770425450068
Colombia-Cundinamarca-Cota,0.16325287208198763
Colombia-Cundinamarca-Cucunuba,0.8554515039380016
Colombia-Cundinamarca-El_Colegio,0.10050910930000068
Colombia-Cundinamarca-El_Penon,0.15341607820999859
Colombia-Cundinamarca-El_Rosal,0.08714725347600397
Colombia-Cundinamarca-Facatativa,0.042348472337002015
Colombia-Cundinamarca-Fomeque,0.1786074343849993
Colombia-Cundinamarca-Fosca,0.1250554268649986
Colombia-Cundinamarca-Funza,0.07236852934100084
Colombia-Cundinamarca-Fuquene,0.7667479700730155
Colombia-Cundinamarca-Fusagasuga,0.09284064643299964
