Airlines,city,FAA,IATA,ICAO,kind,latitude,longitude,max_runway,name,country,state
,UKIAH,UKI,UKI,KUKI,Large,39.126,-123.201,4415.0,UKIAH MUNI,United States,California
,VAN NUYS,VNY,VNY,,Large,34.21,-118.49,8001.0,VAN NUYS,United States,California
,Victorville,VCV,VCV,,Large,34.597,-117.383,15050.0,SOUTHERN CALIFORNIA LOGISTICS,United States,California
,VISALIA,VIS,VIS,,Large,36.319,-119.393,6559.0,VISALIA MUNI,United States,California
,Weaverville,O54,,,Large,40.746,-122.922,2980.0,LONNIE POOL FLD WEAVERVILLE,United States,California
,WILLOWS,WLW,WLW,,Large,39.516,-122.218,4506.0,WILLOWS GLENN CO,United States,California
,Yuba City,O52,,,Large,39.124,-121.605,3045.0,SUTTER CO,United States,California
,,,,,Large,40.588,-105.042,5326.0,FORT COLLINS DOWNTOWN,United States,Colorado
,AKRON,AKO,AKO,,Large,40.176,-103.222,7000.0,COLORADO PLAINS REGIONAL,United States,Colorado
2,Alamosa,ALS,ALS,,Large,37.435,-105.867,8519.0,SAN LUIS VALLEY RGNL BERGMAN FLD,United States,Colorado
3,ASPEN,ASE,ASE,,Large,39.223,-106.869,7006.0,ASPEN PITKIN CO SARDY FLD,United States,Colorado
,Aurora,BKF,BFK,KBKF,Medium,39.702,-104.752,11000.0,BUCKLEY AFB,United States,Colorado
,BUENA VISTA,AEJ,,,Large,38.814,-106.121,8300.0,CENTRAL COLORADO RGNL,United States,Colorado
,BURLINGTON,ITR,,,Large,39.242,-102.285,5201.0,KIT CARSON COUNTY,United States,Colorado
,Canon City,1V6,,,Large,38.428,-105.106,5399.0,FREMONT CO,United States,Colorado
,Colorado Springs,AFF,,,Medium,38.97,-104.813,4500.0,USAF ACADEMY AFLD,United States,Colorado
10,Colorado Springs,COS,COS,KCOS,Large,38.806,-104.701,13501.0,CITY OF COLORADO SPRINGS MUNI,United States,Colorado
1,CORTEZ,CEZ,CEZ,,Large,37.303,-108.628,7205.0,CORTEZ MUNI,United States,Colorado
1,Denver,BJC,BJC,KBJC,Large,39.909,-105.117,9000.0,JEFFCO,United States,Colorado
2,Denver,APA,APA,,Large,39.57,-104.849,10002.0,CENTENNIAL,United States,Colorado
30,DENVER,DEN,DEN,KDEN,Large,39.862,-104.673,16000.0,DENVER INTL,United States,Colorado
,DENVER,FTG,,,Large,39.785,-104.543,8000.0,FRONT RANGE,United States,Colorado
2,DURANGO,DRO,DRO,,Large,37.152,-107.754,9201.0,DURANGO LA PLATA CO,United States,Colorado
7,EAGLE,EGE,EGE,KEGE,Medium,39.643,-106.918,7998.0,EAGLE CO RGNL,United States,Colorado
,ERIE,EIK,,,Large,40.01,-105.048,4700.0,ERIE MUNICIPAL,United States,Colorado
,Fort Carson,FCS,,,Medium,38.678,-104.757,4573.0,BUTTS AAF,United States,Colorado
2,FORT COLLINS/LOVELAND,FNL,FNL,,Large,40.452,-105.011,8500.0,FORT COLLINS LOVELAND MUNI,United States,Colorado
5,Grand Junction,GJT,GJT,KGJT,Large,39.122,-108.527,10501.0,WALKER FLD,United States,Colorado
,GREELEY,GXY,GXY,,Large,40.437,-104.633,10000.0,GREELEY WELD CO,United States,Colorado
4,GUNNISON,GUC,GUC,,Large,38.534,-106.933,9400.0,GUNNISON CRESTED BUTTE RGNL,United States,Colorado
,LA JUNTA,LHX,,,Large,38.05,-103.509,6848.0,LA JUNTA MUNI,United States,Colorado
,LAMAR,LAA,LAA,,Large,38.07,-102.689,6304.0,LAMAR MUNI,United States,Colorado
,Longmont,LMO,,,Large,40.164,-105.163,4800.0,VANCE BRAND,United States,Colorado
,MEEKER,EEO,,,Large,40.049,-107.886,6500.0,MEEKER,United States,Colorado
7,MONTROSE,MTJ,MTJ,,Large,38.51,-107.894,10000.0,MONTROSE RGNL,United States,Colorado
1,PUEBLO,PUB,PUB,KPUB,Large,38.289,-104.497,10496.0,PUEBLO MEM,United States,Colorado
,Rifle,RIL,,,Large,39.526,-107.727,7000.0,GARFIELD CO RGNL,United States,Colorado
,STERLING,STK,,,Large,40.615,-103.265,4692.0,STERLING MUNI,United States,Colorado
1,Bridgeport,BDR,BDR,KBDR,Large,41.163,-73.126,4761.0,IGOR I SIKORSKY MEM,United States,Connecticut
,CHESTER,SNC,,,Large,41.384,-72.506,2566.0,CHESTER,United States,Connecticut
1,DANBURY,DXR,DXR,,Large,41.372,-73.482,4054.0,DANBURY MUNI,United States,Connecticut
,GROTON (NEW LONDON),GON,GON,KGON,Medium,41.33,-72.045,5000.0,GROTON NEW LONDON,United States,Connecticut
,HARTFORD,HFD,HFD,KHFD,Large,41.737,-72.649,4006.0,HARTFORD BRAINARD,United States,Connecticut
,MERIDEN,MMK,,,Large,41.509,-72.829,3100.0,MERIDEN MARKHAM MUNI,United States,Connecticut
2,New Haven,HVN,HVN,KHVN,Large,41.264,-72.887,5600.0,TWEED NEW HAVEN,United States,Connecticut
,Oxford,OXC,OXC,,Large,41.479,-73.135,5500.0,WATERBURY OXFORD,United States,Connecticut
,PLAINVILLE,4B8,,,Large,41.69,-72.865,3612.0,ROBERTSON FLD,United States,Connecticut
,Willimantic,IJD,,,Large,41.744,-72.18,4278.0,WINDHAM,United States,Connecticut
18,Windsor Locks,BDL,BDL,KBDL,Medium,41.939,-72.683,9510.0,BRADLEY INTL,United States,Connecticut
,DOVER,DOV,DOV,KDOV,Medium,39.13,-75.466,12903.0,DOVER AFB,United States,Delaware
,Dover-Cheswold,33N,,,Large,39.218,-75.596,3232.0,DELAWARE AIRPARK,United States,Delaware
,Georgetown,GED,GED,,Large,38.689,-75.359,5000.0,SUSSEX CO,United States,Delaware
,LAUREL,N06,,,Large,38.542,-75.594,3175.0,LAUREL,United States,Delaware
,Middletown,EVY,,,Large,39.52,-75.72,4487.0,SUMMIT,United States,Delaware
,Wilmington,ILG,ILG,KILG,Large,39.679,-75.607,7181.0,NEW CASTLE,United States,Delaware
47,WASHINGTON,IAD,IAD,KIAD,Large,38.945,-77.456,11501.0,WASHINGTON DULLES INTL,United States,District of Columbia
15,Washington,DCA,DCA,KDCA,Large,38.852,-77.038,6869.0,RONALD REAGAN WASHINGTON NATL,United States,District of Columbia
,,,,,Medium,30.634,-86.743,4100.0,EGLIN AUX FLD 6,United States,Florida
,,,,,Large,30.612,-81.461,5300.0,FERNANDINA BEACH MUNI,United States,Florida
,APALACHICOLA,AAF,AAF,,Large,29.728,-85.027,5350.0,APALACHICOLA MUNI,United States,Florida
,AVON PARK,AVO,AVO,,Large,27.591,-81.528,5364.0,AVON PARK EXECUTIVE,United States,Florida
,BARTOW,BOW,BOW,,Large,27.943,-81.783,5001.0,BARTOW MUNI,United States,Florida
,BOCA RATON,BCT,BCT,,Large,26.378,-80.108,5898.0,BOCA RATON,United States,Florida
,Bonifay,1J0,,,Large,30.846,-85.601,4000.0,TRI CO,United States,Florida
,Brooksville,BKV,,,Large,28.474,-82.455,7001.0,HERNANDO CO,United States,Florida
,Bunnell,,,,Large,29.467,-81.206,5000.0,FLAGLER CO,United States,Florida
,CLEARWATER,CLW,CLW,,Large,27.977,-82.759,3000.0,CLEARWATER AIR PARK,United States,Florida
,Cocoa Beach,COF,COF,KCOF,Medium,28.235,-80.61,9023.0,PATRICK AFB,United States,Florida
,Cocoa Beach,XMR,,KXMR,Medium,28.468,-80.567,10000.0,CAPE CANAVERAL AFS SKID STRIP,United States,Florida
,Crestview,CEW,CEW,KCEW,Large,30.779,-86.522,8005.0,BOB SIKES,United States,Florida
,CRYSTAL RIVER,CGC,,,Large,28.867,-82.571,4555.0,CRYSTAL RIVER,United States,Florida
5,DAYTONA BEACH,DAB,DAB,KDAB,Large,29.18,-81.058,10500.0,DAYTONA BEACH INTL,United States,Florida
,DELAND,DED,,,Large,29.067,-81.284,6001.0,DELAND MUNI SIDNEY H TAYLOR FLD,United States,Florida
1,DESTIN,DTS,DSI,,Large,30.4,-86.471,4999.0,DESTIN FT WALTON BEACH,United States,Florida
,FORT LAUDERDALE,FXE,FXE,,Large,26.197,-80.171,6001.0,FORT LAUDERDALE EXECUTIVE,United States,Florida
38,FORT LAUDERDALE,FLL,FLL,KFLL,Large,26.073,-80.153,8423.0,FORT LAUDERDALE HOLLYWOOD INTL,United States,Florida
,Fort Myers,FMY,FMY,,Large,26.587,-81.863,6007.0,PAGE FLD,United States,Florida
19,Fort Myers,RSW,RSW,KRSW,Large,26.536,-81.755,12000.0,SOUTHWEST FLORIDA INTL,United States,Florida
,Fort Pierce,FPR,FPR,KFPR,Large,27.495,-80.368,6492.0,ST LUCIE CO INTL,United States,Florida
3,GAINESVILLE,GNV,GNV,KGNV,Large,29.69,-82.272,7504.0,GAINESVILLE RGNL,United States,Florida
,Hollywood,HWO,HWO,,Large,26.001,-80.241,3181.0,NORTH PERRY,United States,Florida
,HOMESTEAD,X51,,,Large,25.499,-80.554,3999.0,HOMESTEAD GENERAL AVN,United States,Florida
,HOMESTEAD,HST,HST,KHST,Large,25.489,-80.384,11201.0,HOMESTEAD ARB,United States,Florida
,IMMOKALEE,IMM,IMM,,Large,26.433,-81.401,5001.0,IMMOKALEE,United States,Florida
,Jacksonville,VQQ,VQQ,,Large,30.219,-81.877,12504.0,CECIL FLD,United States,Florida
,Jacksonville,NEN,,,Medium,30.354,-81.872,8000.0,WHITEHOUSE NOLF,United States,Florida
,Jacksonville,HEG,,,Large,30.278,-81.806,4000.0,HERLONG,United States,Florida
13,JACKSONVILLE,JAX,JAX,KJAX,Large,30.494,-81.688,10000.0,JACKSONVILLE INTL,United States,Florida
,JACKSONVILLE,NIP,NIP,KNIP,Medium,30.236,-81.681,8000.0,JACKSONVILLE NAS,United States,Florida
,Jacksonville,CRG,CRG,,Large,30.336,-81.514,4004.0,CRAIG MUNI,United States,Florida
5,KEY WEST,EYW,EYW,KEYW,Large,24.556,-81.76,4801.0,KEY WEST INTL,United States,Florida
,KEY WEST,NQX,NQX,KNQX,Medium,24.576,-81.689,10000.0,KEY WEST NAS,United States,Florida
,LAKE CITY,LCQ,LCQ,,Large,30.182,-82.577,8002.0,LAKE CITY MUNI,United States,Florida
,LAKE WALES,X07,,,Large,27.894,-81.62,3999.0,LAKE WALES MUNI,United States,Florida
,LAKELAND,LAL,LAL,KLAL,Large,27.989,-82.019,8500.0,LAKELAND LINDER RGNL,United States,Florida
,LEESBURG,LEE,LEE,,Large,28.823,-81.809,5000.0,LEESBURG RGNL,United States,Florida
,LIVE OAK,24J,,,Large,30.3,-83.025,4037.0,SUWANNEE CO,United States,Florida
1,Marathon,MTH,MTH,,Large,24.726,-81.051,5008.0,THE FLORIDA KEYS MARATHON,United States,Florida
,Mary Esther,HRT,,,Medium,30.428,-86.689,9600.0,HURLBURT FLD,United States,Florida
,MAYPORT,NRB,NRB,,Medium,30.391,-81.425,8001.0,MAYPORT NS,United States,Florida
6,MELBOURNE,MLB,MLB,KMLB,Large,28.103,-80.645,10181.0,MELBOURNE INTL,United States,Florida
,MERRITT ISLAND,COI,COI,,Large,28.342,-80.685,3601.0,MERRITT ISLAND,United States,Florida
,Miami,TMB,TMB,,Large,25.648,-80.433,5001.0,KENDALL TAMIAMI EXECUTIVE,United States,Florida
90,MIAMI,MIA,MIA,KMIA,Large,25.793,-80.291,11730.0,MIAMI INTL,United States,Florida
,Miami,OPF,OPF,,Large,25.907,-80.278,8002.0,OPA LOCKA,United States,Florida
,Milton,NDZ,,,Medium,30.704,-87.023,6001.0,WHITING FLD NAS SOUTH,United States,Florida
,Milton,NSE,NSE,,Medium,30.724,-87.022,6000.0,WHITING FLD NAS NORTH,United States,Florida
,Milton,2R4,,,Large,30.638,-86.994,3700.0,PETER PRINCE FLD,United States,Florida
1,NAPLES,APF,APF,,Large,26.153,-81.775,5290.0,NAPLES MUNI,United States,Florida
,NEW SMYRNA BEACH,EVB,,,Large,29.056,-80.949,4700.0,NEW SMYRNA BEACH MUNI,United States,Florida
,OCALA,OCF,OCF,,Large,29.173,-82.224,6907.0,OCALA INTL JIM TAYLOR FLD,United States,Florida
,Orlando,ISM,,,Large,28.29,-81.437,6000.0,KISSIMMEE GATEWAY,United States,Florida
,Orlando,ORL,ORL,,Large,28.545,-81.333,6003.0,EXECUTIVE,United States,Florida
46,ORLANDO,MCO,MCO,KMCO,Large,28.429,-81.309,12005.0,ORLANDO INTL,United States,Florida
9,ORLANDO,SFB,SFB,KSFB,Large,28.778,-81.237,9000.0,ORLANDO SANFORD INTL,United States,Florida
,ORMOND BEACH,OMN,,,Large,29.301,-81.114,4004.0,ORMOND BEACH MUNI,United States,Florida
,Pahokee,PHK,PHK,,Large,26.785,-80.693,4066.0,PALM BEACH CO GLADES,United States,Florida
,PALATKA,28J,,,Large,29.659,-81.689,6000.0,PALATKA MUNI LT KAY LARKIN FLD,United States,Florida
1,PANAMA CITY,PFN,PFN,KPFN,Large,30.212,-85.683,6308.0,PANAMA CITY BAY CO INTL,United States,Florida
,Panama City,PAM,PAM,KPAM,Medium,30.07,-85.575,10004.0,TYNDALL AFB,United States,Florida
,PENSACOLA,NPA,NPA,KNPA,Medium,30.353,-87.319,8002.0,PENSACOLA NAS,United States,Florida
8,PENSACOLA,PNS,PNS,KPNS,Large,30.473,-87.187,7004.0,PENSACOLA RGNL,United States,Florida
,PLANT CITY,PCM,,,Large,28.0,-82.164,3950.0,PLANT CITY MUNI,United States,Florida
,POMPANO BEACH,PMP,PPM,,Large,26.247,-80.111,4418.0,POMPANO BEACH AIRPARK,United States,Florida
2,Punta Gorda,PGD,PGD,,Large,26.92,-81.991,6580.0,CHARLOTTE CO,United States,Florida
9,SARASOTA/BRADENTON,SRQ,SRQ,KSRQ,Large,27.395,-82.554,8353.0,SARASOTA BRADENTON INTL,United States,Florida
,SEBASTIAN,X26,,,Large,27.813,-80.496,4024.0,SEBASTIAN MUNI,United States,Florida
,SEBRING,SEF,SEF,,Large,27.456,-81.342,5190.0,SEBRING RGNL,United States,Florida
2,ST AUGUSTINE,SGJ,UST,,Large,29.959,-81.34,7196.0,ST AUGUSTINE,United States,Florida
4,ST PETERSBURG-CLEARWATER,PIE,PIE,KPIE,Large,27.91,-82.687,9730.0,ST PETERSBURG CLEARWATER INTL,United States,Florida
,St. Petersburg,SPG,,,Large,27.765,-82.627,3414.0,ALBERT WHITTED,United States,Florida
,Starke,2CB,,,Medium,29.952,-81.98,3200.0,CAMP BLANDING AAF,United States,Florida
,Stuart,SUA,SUA,,Large,27.182,-80.221,5366.0,WITHAM FLD,United States,Florida
5,TALLAHASSEE,TLH,TLH,KTLH,Large,30.397,-84.35,8000.0,TALLAHASSEE RGNL,United States,Florida
27,TAMPA,TPA,TPA,KTPA,Large,27.975,-82.533,11002.0,TAMPA INTL,United States,Florida
,Tampa,MCF,MCF,KMCF,Medium,27.849,-82.521,11421.0,MACDILL AFB,United States,Florida
,Tampa,TPF,TPF,,Large,27.916,-82.449,3405.0,PETER O KNIGHT,United States,Florida
,Tampa,VDF,,,Large,28.014,-82.345,4600.0,VANDENBERG,United States,Florida
,Titusville,X21,,,Large,28.622,-80.836,3000.0,ARTHUR DUNN AIR PARK,United States,Florida
,Titusville,TIX,TIX,KTIX,Large,28.515,-80.799,7319.0,SPACE COAST RGNL,United States,Florida
6,Valparaiso,VPS,VPS,KVPS,Medium,30.483,-86.525,12005.0,EGLIN AFB,United States,Florida
,Valparaiso,EGI,EGI,,Medium,30.65,-86.523,8000.0,DUKE FLD,United States,Florida
,VENICE,VNC,VNC,,Large,27.072,-82.44,5000.0,VENICE MUNI,United States,Florida
1,VERO BEACH,VRB,VRB,KVRB,Large,27.656,-80.418,7314.0,VERO BEACH MUNI,United States,Florida
19,West Palm Beach,PBI,PBI,KPBI,Large,26.683,-80.096,9197.0,PALM BEACH INTL,United States,Florida
,West Palm Beach,LNA,LNA,,Large,26.593,-80.085,3489.0,PALM BEACH CO PARK,United States,Florida
,WINTER HAVEN,GIF,,,Large,28.063,-81.753,5006.0,WINTER HAVENS GILBERT,United States,Florida
,ZEPHYRHILLS,ZPH,ZPH,,Large,28.228,-82.156,5001.0,ZEPHYRHILLS MUNI,United States,Florida
,Adel,15J,,,Large,31.138,-83.453,4001.0,COOK CO,United States,Georgia
4,Albany,ABY,ABY,KABY,Large,31.536,-84.194,6601.0,SOUTHWEST GEORGIA RGNL,United States,Georgia
,Americus,ACJ,,,Large,32.111,-84.189,6021.0,SOUTHER FLD,United States,Georgia
,ATHENS,AHN,AHN,KAHN,Large,33.949,-83.326,5522.0,ATHENS BEN EPPS,United States,Georgia
,ATLANTA,CCO,,,Large,33.312,-84.77,5500.0,NEWNAN COWETA CO,United States,Georgia
,Atlanta,FFC,,,Large,33.357,-84.572,5219.0,PEACHTREE CITY FALCON FLD,United States,Georgia
,Atlanta,FTY,FTY,KFTY,Medium,33.779,-84.521,5796.0,FULTON CO ARPT BROWN FLD,United States,Georgia
25,Atlanta,ATL,ATL,KATL,Large,33.637,-84.428,11890.0,HARTSFIELD JACKSON ATLANTA INTL,United States,Georgia
1,Atlanta,PDK,PDK,KPDK,Large,33.876,-84.302,6001.0,DEKALB PEACHTREE,United States,Georgia
1,Augusta,DNL,DNL,,Large,33.467,-82.039,3714.0,DANIEL FLD,United States,Georgia
3,AUGUSTA,AGS,AGS,KAGS,Medium,33.37,-81.965,8000.0,AUGUSTA RGNL AT BUSH FLD,United States,Georgia
,Bainbridge,BGE,BGE,,Large,30.972,-84.637,5502.0,DECATUR CO INDUSTRIAL AIRPARK,United States,Georgia
,BAXLEY,BHC,,,Large,31.714,-82.394,5003.0,BAXLEY MUNI,United States,Georgia
1,BRUNSWICK,BQK,BQK,KBQK,Large,31.259,-81.466,8001.0,BRUNSWICK GOLDEN ISLES,United States,Georgia
,Brunswick,SSI,SSI,KSSI,Large,31.152,-81.391,4890.0,MALCOLM MCKINNON,United States,Georgia
,CAIRO,70J,,,Large,30.888,-84.155,4000.0,CAIRO GRADY CO,United States,Georgia
,CAMILLA,CXU,,,Large,31.213,-84.237,4005.0,CAMILLA MITCHELL CO,United States,Georgia
,CANTON,47A,,,Large,34.311,-84.424,3412.0,CHEROKEE CO,United States,Georgia
,Carrollton,CTJ,,,Large,33.631,-85.152,5652.0,WEST GEORGIA RGNL O V GRAY FLD,United States,Georgia
,CARTERSVILLE,VPC,,,Large,34.123,-84.849,5760.0,CARTERSVILLE,United States,Georgia
,Cedartown,4A4,,,Large,34.019,-85.146,4004.0,POLK CO CORNELIUS MOORE FLD,United States,Georgia
,CLAXTON,CWV,,,Large,32.195,-81.87,5002.0,CLAXTON EVANS CO,United States,Georgia
,COCHRAN,48A,,,Large,32.399,-83.276,3202.0,COCHRAN,United States,Georgia
1,COLUMBUS,CSG,CSG,KCSG,Large,32.516,-84.939,6997.0,COLUMBUS METROPOLITAN,United States,Georgia
,Cordele,CKF,,,Large,31.989,-83.774,5040.0,CRISP CO CORDELE,United States,Georgia
,CORNELIA,AJR,,,Large,34.5,-83.557,5500.0,HABERSHAM CO,United States,Georgia
,COVINGTON,9A1,,,Large,33.632,-83.85,4203.0,COVINGTON MUNI,United States,Georgia
,DALTON,DNN,DNN,,Large,34.723,-84.87,5498.0,DALTON MUNI,United States,Georgia
,DAWSON,16J,,,Large,31.743,-84.419,4510.0,DAWSON MUNI,United States,Georgia
,DONALSONVILLE,17J,,,Large,31.007,-84.878,5186.0,DONALSONVILLE MUNI,United States,Georgia
,Dublin,DBN,DBN,,Large,32.564,-82.985,6002.0,W H BUD BARRON,United States,Georgia
,Eastman,EZM,,,Large,32.214,-83.128,6506.0,HEART OF GEORGIA RGNL,United States,Georgia
,FITZGERALD,FZG,,,Large,31.684,-83.27,5002.0,FITZGERALD MUNI,United States,Georgia
,Fort Benning,LSF,LSF,KLSF,Medium,32.337,-84.991,10000.0,LAWSON AAF,United States,Georgia
,Gainesville,GVL,GVL,,Large,34.273,-83.83,5500.0,LEE GILMER MEM,United States,Georgia
,GREENSBORO,3J7,,,Large,33.598,-83.139,5004.0,GREENE CO RGNL,United States,Georgia
,GRIFFIN,6A2,,,Large,33.227,-84.275,3501.0,GRIFFIN SPALDING CO,United States,Georgia
,Hampton,4A7,,,Large,33.389,-84.332,4503.0,CLAYTON CO TARA FLD,United States,Georgia
,HAZLEHURST,AZE,,,Large,31.885,-82.647,4508.0,HAZLEHURST,United States,Georgia
,Hinesville,LHW,LIY,,Medium,31.889,-81.562,5010.0,WRIGHT AAF,United States,Georgia
,HOMERVILLE,HOE,,,Large,31.056,-82.774,4000.0,HOMERVILLE,United States,Georgia
,Jefferson,19A,,,Large,34.174,-83.561,4108.0,JACKSON CO,United States,Georgia
,LAFAYETTE,9A5,,,Large,34.689,-85.29,5412.0,BARWICK LAFAYETTE,United States,Georgia
,Lawrenceville,LZU,LZU,,Large,33.978,-83.962,6000.0,GWINNETT CO BRISCOE FLD,United States,Georgia
1,Macon,MCN,MCN,KMCN,Large,32.693,-83.649,6501.0,MIDDLE GEORGIA RGNL,United States,Georgia
,Macon,MAC,MAC,,Large,32.822,-83.562,4696.0,MACON DOWNTOWN,United States,Georgia
,Marietta,RYY,,,Large,34.013,-84.599,6305.0,COBB CO MC COLLUM FLD,United States,Georgia
,Marietta,MGE,MGE,KMGE,Medium,33.915,-84.516,10000.0,DOBBINS ARB,United States,Georgia
,METTER,MHP,,,Large,32.374,-82.079,3612.0,METTER MUNI,United States,Georgia
,MONROE,D73,,,Large,33.782,-83.693,4112.0,MONROE WALTON CO,United States,Georgia
,MOULTRIE,MGR,MGR,,Large,31.085,-83.803,5129.0,MOULTRIE MUNI,United States,Georgia
,PERRY,PXE,,,Large,32.511,-83.767,5002.0,PERRY HOUSTON CO,United States,Georgia
,Rome,RMG,RMG,KRMG,Large,34.351,-85.158,6000.0,RICHARD B RUSSELL,United States,Georgia
,Sandersville,OKZ,,,Large,32.967,-82.838,5015.0,KAOLIN FLD,United States,Georgia
10,SAVANNAH,SAV,SAV,KSAV,Medium,32.128,-81.202,9351.0,SAVANNAH HILTON HEAD INTL,United States,Georgia
,Savannah,SVN,SVN,KSVN,Medium,32.01,-81.146,11375.0,HUNTER AAF,United States,Georgia
1,STATESBORO,TBR,TBR,,Large,32.483,-81.737,6000.0,STATESBORO BULLOCH CO,United States,Georgia
,Stockbridge,4A0,,,Large,33.536,-84.179,2403.0,BERRY HILL,United States,Georgia
,Swainsboro,SBO,,,Large,32.609,-82.37,6021.0,EMANUEL CO,United States,Georgia
,Sylvania,JYL,,,Large,32.645,-81.597,5000.0,PLANTATION AIRPARK,United States,Georgia
,THOMASVILLE,TVI,TVI,,Large,30.902,-83.881,5500.0,THOMASVILLE RGNL,United States,Georgia
,THOMSON,HQU,,,Large,33.53,-82.516,5200.0,THOMSON MCDUFFIE CO,United States,Georgia
,Tifton,TMA,TMA,,Large,31.429,-83.489,5504.0,HENRY TIFT MYERS,United States,Georgia
,TOCCOA,TOC,TOC,,Large,34.592,-83.297,5000.0,TOCCOA RG LETOURNEAU FLD,United States,Georgia
1,VALDOSTA,VLD,VLD,KVLD,Large,30.782,-83.277,6302.0,VALDOSTA RGNL,United States,Georgia
,Valdosta,VAD,VAD,KVAD,Medium,30.968,-83.193,9300.0,MOODY AFB,United States,Georgia
,VIDALIA,VDI,VDI,,Large,32.193,-82.371,6003.0,VIDALIA RGNL,United States,Georgia
,Warner Robins,WRB,WRB,KWRB,Medium,32.64,-83.592,12001.0,ROBINS AFB,United States,Georgia
,WAYCROSS,AYS,AYS,,Large,31.249,-82.395,6000.0,WAYCROSS WARE CO,United States,Georgia
,WINDER,WDR,WDR,,Large,33.983,-83.667,5500.0,WINDER BARROW,United States,Georgia
,Alton,ALN,ALN,KALN,Large,38.89,-90.046,8101.0,ST LOUIS RGNL,United States,Illinois
2,Belleville,BLV,BLV,KBLV,Medium,38.545,-89.835,10000.0,SCOTT AFB MIDAMERICA,United States,Illinois
4,Bloomington Normal,BMI,BMI,KBMI,Large,40.477,-88.916,8000.0,CENTRAL ILLINOIS RGNL,United States,Illinois
,Cahokia/St. Louis,CPS,CPS,,Large,38.571,-90.156,6997.0,ST LOUIS DOWNTOWN,United States,Illinois
,CAIRO,CIR,,,Large,37.064,-89.22,4003.0,CAIRO RGNL,United States,Illinois
,Canton,CTK,,,Large,40.569,-90.075,3899.0,INGERSOLL,United States,Illinois
,Carbondale-Murphysboro,MDH,MDH,KMDH,Large,37.778,-89.252,6506.0,SOUTHERN ILLINOIS,United States,Illinois
,CASEY,1H8,,,Large,39.303,-88.004,4002.0,CASEY MUNI,United States,Illinois
,CENTRALIA,ENL,,,Large,38.515,-89.091,5001.0,CENTRALIA MUNI,United States,Illinois
2,Champaign/Urbana,CMI,CMI,KCMI,Large,40.039,-88.278,8100.0,UNIV OF ILLINOIS WILLARD,United States,Illinois
63,CHICAGO,ORD,ORD,KORD,Large,41.979,-87.905,13000.0,CHICAGO OHARE INTL,United States,Illinois
8,CHICAGO,MDW,MDW,KMDW,Large,41.786,-87.752,6059.0,CHICAGO MIDWAY INTL,United States,Illinois
,CHICAGO,IGQ,,,Large,41.535,-87.53,4002.0,LANSING MUNI,United States,Illinois
,CHICAGO/AURORA,ARR,AUZ,,Large,41.772,-88.476,6501.0,AURORA MUNI,United States,Illinois
,CHICAGO/ROMEOVILLE,LOT,LOT,,Large,41.607,-88.096,5697.0,LEWIS UNIVERSITY,United States,Illinois
,CHICAGO/SCHAUMBURG,06C,,,Large,41.989,-88.101,4300.0,SCHAUMBURG RGNL,United States,Illinois
,CHICAGO/WAUKEGAN,UGN,UGN,,Large,42.422,-87.868,6000.0,WAUKEGAN RGNL,United States,Illinois
2,Chicago/West Chicago,DPA,DPA,,Large,41.908,-88.249,7570.0,DUPAGE,United States,Illinois
1,Chicago/Wheeling,PWK,PWK,,Large,42.114,-87.901,5000.0,PALWAUKEE MUNI,United States,Illinois
,Danville,DNV,DNV,,Large,40.199,-87.596,6002.0,VERMILION CO,United States,Illinois
,DE KALB,DKB,,,Large,41.934,-88.706,7227.0,DE KALB TAYLOR MUNI,United States,Illinois
1,DECATUR,DEC,DEC,KDEC,Large,39.835,-88.866,8496.0,DECATUR,United States,Illinois
,DIXON,C73,,,Large,41.834,-89.446,3899.0,DIXON MUNI CHARLES R WALGREEN FLD,United States,Illinois
,EFFINGHAM,1H2,,,Large,39.07,-88.534,5100.0,EFFINGHAM CO MEM,United States,Illinois
,FRANKFORT,LL40,,,Large,41.478,-87.84,4003.0,FRANKFORT,United States,Illinois
,Freeport,FEP,,,Large,42.246,-89.582,5504.0,ALBERTUS,United States,Illinois
,GALESBURG,GBG,GBG,,Large,40.938,-90.431,5793.0,GALESBURG MUNI,United States,Illinois
,Grayslake,C81,,,Large,42.325,-88.074,3573.0,CAMPBELL,United States,Illinois
,GREENVILLE,GRE,GRE,,Large,38.836,-89.378,4002.0,GREENVILLE,United States,Illinois
,Greenwood Wonder Lake,10C,,,Large,42.403,-88.375,2802.0,GALT FLD,United States,Illinois
,HARRISBURG,HSB,,,Large,37.811,-88.55,5013.0,HARRISBURG RALEIGH,United States,Illinois
,JACKSONVILLE,IJX,,,Large,39.775,-90.238,5000.0,JACKSONVILLE MUNI,United States,Illinois
,JOLIET,JOT,JOT,,Large,41.518,-88.176,2857.0,JOLIET RGNL,United States,Illinois
,KANKAKEE,IKK,IKK,KIKK,Large,41.071,-87.846,5979.0,GREATER KANKAKEE,United States,Illinois
,KEWANEE,EZI,,,Large,41.205,-89.964,4500.0,KEWANEE MUNI,United States,Illinois
,LACON,C75,,,Large,41.019,-89.386,3200.0,MARSHALL CO,United States,Illinois
,LAWRENCEVILLE,LWV,LWV,,Large,38.764,-87.605,5199.0,LAWRENCEVILLE VINCENNES INTL,United States,Illinois
,Lincoln,AAA,,,Large,40.159,-89.335,3999.0,LOGAN CO,United States,Illinois
