Airlines,city,FAA,IATA,ICAO,kind,latitude,longitude,max_runway,name,country,state
,LITCHFIELD,3LF,,,Large,39.162,-89.675,4003.0,LITCHFIELD MUNI,United States,Illinois
1,Marion,MWA,MWA,,Large,37.755,-89.011,8012.0,WILLIAMSON CO RGNL,United States,Illinois
,Mattoon Charleston,MTO,MTO,,Large,39.478,-88.279,6501.0,COLES CO MEM,United States,Illinois
6,Moline,MLI,MLI,KMLI,Large,41.449,-90.508,10002.0,QUAD CITY INTL,United States,Illinois
,MORRIS,C09,,,Large,41.425,-88.419,4001.0,MORRIS MUNI J R WASHBURN,United States,Illinois
,MOUNT VERNON,MVN,MVN,,Large,38.323,-88.859,6498.0,MOUNT VERNON,United States,Illinois
,OLNEY-NOBLE,OLY,,,Large,38.722,-88.176,4100.0,OLNEY NOBLE,United States,Illinois
,PARIS,PRG,,,Large,39.7,-87.67,4502.0,EDGAR CO,United States,Illinois
,PEKIN,C15,,,Large,40.488,-89.676,5000.0,PEKIN MUNI,United States,Illinois
8,Peoria,PIA,PIA,KPIA,Large,40.664,-89.693,10104.0,GREATER PEORIA RGNL,United States,Illinois
,PEORIA,3MY,,,Large,40.795,-89.613,3600.0,MT HAWLEY AUXILIARY,United States,Illinois
1,QUINCY,UIN,UIN,KUIN,Large,39.943,-91.195,7098.0,QUINCY RGNL BALDWIN FLD,United States,Illinois
,RANTOUL,TIP,,,Large,40.294,-88.142,5700.0,RANTOUL NATIONAL AVN CENTER,United States,Illinois
,ROBINSON,RSV,,,Large,39.016,-87.65,5109.0,ROBINSON MUNI,United States,Illinois
,ROCHELLE,RPJ,,,Large,41.893,-89.078,4226.0,ROCHELLE MUNI KORITZ FIELD,United States,Illinois
5,Rockford,RFD,RFD,KRFD,Large,42.195,-89.097,10004.0,CHICAGO ROCKFORD INTL,United States,Illinois
,SALEM,SLO,SLO,,Large,38.643,-88.964,4098.0,SALEM LECKRONE,United States,Illinois
,SPARTA,SAR,,,Large,38.149,-89.699,4001.0,SPARTA COMMUNITY HUNTER FLD,United States,Illinois
4,Springfield,SPI,SPI,KSPI,Large,39.844,-89.678,7999.0,ABRAHAM LINCOLN CAPITAL,United States,Illinois
,Sterling Rock Falls,SQI,,,Large,41.743,-89.676,6500.0,WHITESIDE CO JOS H BITTORF,United States,Illinois
,TAYLORVILLE,TAZ,,,Large,39.534,-89.328,4001.0,TAYLORVILLE MUNI,United States,Illinois
,VANDALIA,VLA,,,Large,38.991,-89.166,3752.0,VANDALIA MUNI,United States,Illinois
,ANDERSON,AID,AID,,Large,40.109,-85.613,5400.0,ANDERSON MUNI DARLINGTON FLD,United States,Indiana
,ANGOLA,ANQ,ANQ,,Large,41.64,-85.083,4540.0,TRI STATE STEUBEN CO,United States,Indiana
,Auburn,GWB,,,Large,41.307,-85.064,5000.0,DE KALB CO,United States,Indiana
,Bedford,BFR,BFR,,Large,38.84,-86.445,4501.0,VIRGIL I GRISSOM MUNI,United States,Indiana
,Bloomington,BMG,BMG,KBMG,Large,39.146,-86.617,6500.0,MONROE CO,United States,Indiana
,COLUMBUS,BAK,CLU,KBAK,Large,39.262,-85.896,6400.0,COLUMBUS MUNI,United States,Indiana
,Connersville,CEV,CEV,,Large,39.698,-85.13,6500.0,METTEL FLD,United States,Indiana
,CRAWFORDSVILLE,CFJ,,,Large,39.976,-86.92,4500.0,CRAWFORDSVILLE MUNI,United States,Indiana
,ELKHART,EKM,EKI,,Large,41.719,-86.003,6500.0,ELKHART MUNI,United States,Indiana
7,EVANSVILLE,EVV,EVV,KEVV,Large,38.037,-87.532,8021.0,EVANSVILLE RGNL,United States,Indiana
8,FORT WAYNE,FWA,FWA,KFWA,Medium,40.978,-85.195,12000.0,FORT WAYNE INTL,United States,Indiana
,FRANKFORT,FKR,,,Large,40.273,-86.562,5000.0,FRANKFORT MUNI,United States,Indiana
,Ft. Wayne,SMD,SMD,,Large,41.143,-85.153,3110.0,SMITH FLD,United States,Indiana
,GARY,GYY,GYY,KGYY,Large,41.616,-87.413,7003.0,GARY CHICAGO INTL,United States,Indiana
,GOSHEN,GSH,GSH,,Large,41.526,-85.793,5000.0,GOSHEN MUNI,United States,Indiana
,Greencastle,4I7,,,Large,39.63,-86.814,5000.0,PUTNAM CO,United States,Indiana
,GRIFFITH,05C,,,Large,41.52,-87.4,4900.0,GRIFFITH MERRILLVILLE,United States,Indiana
,HUNTINGBURG,HNB,HNB,,Large,38.249,-86.954,5000.0,HUNTINGBURG,United States,Indiana
,HUNTINGTON,HHG,,,Large,40.853,-85.457,5001.0,HUNTINGTON MUNI,United States,Indiana
14,INDIANAPOLIS,IND,IND,KIND,Large,39.717,-86.294,11200.0,INDIANAPOLIS INTL,United States,Indiana
,Indianapolis,EYE,,,Large,39.831,-86.294,4200.0,EAGLE CREEK AIRPARK,United States,Indiana
,INDIANAPOLIS,TYQ,,,Large,40.031,-86.251,5500.0,INDIANAPOLIS EXECUTIVE,United States,Indiana
,INDIANAPOLIS,HFY,,,Large,39.628,-86.088,4901.0,GREENWOOD MUNI,United States,Indiana
,INDIANAPOLIS,UMP,,,Large,39.935,-86.045,3850.0,INDIANAPOLIS METRO,United States,Indiana
,Indianapolis,MQJ,,,Large,39.843,-85.897,5500.0,MT COMFORT,United States,Indiana
,Jeffersonville,JVY,,,Large,38.365,-85.738,5500.0,CLARK RGNL,United States,Indiana
,KNOX,OXI,,,Large,41.33,-86.665,4400.0,STARKE CO,United States,Indiana
,KOKOMO,OKK,OKK,,Large,40.528,-86.059,5201.0,KOKOMO MUNI,United States,Indiana
,LA PORTE,PPO,LPO,,Large,41.572,-86.735,5000.0,LA PORTE MUNI,United States,Indiana
1,Lafayette,LAF,LAF,KLAF,Large,40.412,-86.937,6600.0,PURDUE UNIV,United States,Indiana
,LOGANSPORT,GGP,,,Large,40.711,-86.375,4477.0,LOGANSPORT CASS CO,United States,Indiana
,MADISON,IMS,MDN,,Large,38.759,-85.466,4400.0,MADISON MUNI,United States,Indiana
,MARION,MZZ,MZZ,,Large,40.49,-85.68,6000.0,MARION MUNI,United States,Indiana
,MICHIGAN CITY,MGC,MGC,,Large,41.703,-86.821,3917.0,MICHIGAN CITY MUNI,United States,Indiana
,Monticello,MCX,,,Large,40.709,-86.767,4002.0,WHITE CO,United States,Indiana
,NEW CASTLE,UWL,,,Large,39.876,-85.326,3913.0,NEW CASTLE HENRY CO MUNI,United States,Indiana
,NORTH VERNON,OVO,,,Large,39.046,-85.605,5002.0,NORTH VERNON,United States,Indiana
,Peru,GUS,GUS,KGUS,Medium,40.648,-86.152,12501.0,GRISSOM ARB,United States,Indiana
,PERU,I76,,,Large,40.786,-86.146,4001.0,PERU MUNI,United States,Indiana
,PORTLAND,PLD,,,Large,40.451,-84.99,4002.0,PORTLAND MUNI,United States,Indiana
,Rensselaer,RZL,RNZ,,Large,40.948,-87.183,4001.0,JASPER CO,United States,Indiana
,RICHMOND,RID,RID,,Large,39.757,-84.843,5500.0,RICHMOND MUNI,United States,Indiana
,Seymour,SER,SER,,Large,38.924,-85.907,5502.0,FREEMAN MUNI,United States,Indiana
,SHELBYVILLE,GEZ,,,Large,39.583,-85.805,5000.0,SHELBYVILLE MUNI,United States,Indiana
,SHERIDAN,5I4,,,Large,40.178,-86.217,3760.0,SHERIDAN,United States,Indiana
8,SOUTH BEND,SBN,SBN,KSBN,Large,41.709,-86.317,8412.0,SOUTH BEND RGNL,United States,Indiana
,SULLIVAN,SIV,SIV,,Large,39.115,-87.448,4360.0,SULLIVAN CO,United States,Indiana
,Terre Haute,3I3,,,Large,39.548,-87.377,3557.0,SKY KING,United States,Indiana
,TERRE HAUTE,HUF,HUF,KHUF,Large,39.451,-87.308,9020.0,TERRE HAUTE INTL HULMAN FLD,United States,Indiana
,Valparaiso,VPZ,VPZ,KVPZ,Large,41.454,-87.007,7000.0,PORTER CO MUNI,United States,Indiana
,WABASH,IWH,,,Large,40.762,-85.799,4401.0,WABASH MUNI,United States,Indiana
,WARSAW,ASW,,,Large,41.275,-85.84,6000.0,WARSAW MUNI,United States,Indiana
,Washington,DCY,,,Large,38.7,-87.13,4621.0,DAVIESS CO,United States,Indiana
,ALGONA,AXA,AXG,,Large,43.078,-94.272,3960.0,ALGONA MUNI,United States,Iowa
,ATLANTIC,AIO,AIO,,Large,41.407,-95.047,3911.0,ATLANTIC MUNI,United States,Iowa
,AUDUBON,ADU,,,Large,41.701,-94.921,3640.0,AUDUBON CO,United States,Iowa
,BLOOMFIELD,4K6,,,Large,40.732,-92.428,3401.0,BLOOMFIELD MUNI,United States,Iowa
,BOONE,BNW,BNW,,Large,42.05,-93.848,4807.0,BOONE MUNI,United States,Iowa
1,Burlington,BRL,BRL,KBRL,Large,40.783,-91.126,6702.0,SOUTHEAST IOWA RGNL,United States,Iowa
,Carroll,CIN,CIN,,Large,42.046,-94.789,5500.0,ARTHUR N NEU,United States,Iowa
8,Cedar Rapids,CID,CID,KCID,Large,41.885,-91.711,8601.0,THE EASTERN IOWA,United States,Iowa
,CHARITON,CNC,,,Large,41.02,-93.36,4000.0,CHARITON MUNI,United States,Iowa
,CHARLES CITY,CCY,CCY,,Large,43.073,-92.611,4001.0,CHARLES CITY MUNI,United States,Iowa
,CHEROKEE,CKP,,,Large,42.732,-95.556,4000.0,CHEROKEE MUNI,United States,Iowa
,Clarinda,ICL,,,Large,40.722,-95.026,5000.0,SCHENCK FLD,United States,Iowa
,CLINTON,CWI,CWI,,Large,41.831,-90.329,5204.0,CLINTON MUNI,United States,Iowa
,COUNCIL BLUFFS,CBF,CBF,,Large,41.261,-95.759,4100.0,COUNCIL BLUFFS MUNI,United States,Iowa
,CRESTON,CSQ,CSQ,,Large,41.021,-94.363,4901.0,CRESTON MUNI,United States,Iowa
,DAVENPORT,DVN,DVN,,Large,41.61,-90.588,5501.0,DAVENPORT MUNI,United States,Iowa
,DECORAH,DEH,DEH,,Large,43.276,-91.739,4001.0,DECORAH MUNI,United States,Iowa
,DENISON,DNS,DNS,,Large,41.986,-95.381,5000.0,DENISON MUNI,United States,Iowa
12,DES MOINES,DSM,DSM,KDSM,Large,41.534,-93.663,9003.0,DES MOINES INTL,United States,Iowa
1,DUBUQUE,DBQ,DBQ,KDBQ,Large,42.402,-90.709,6502.0,DUBUQUE RGNL,United States,Iowa
,EMMETSBURG,EGQ,,,Large,43.102,-94.705,3401.0,EMMETSBURG MUNI,United States,Iowa
,ESTHERVILLE,EST,,,Large,43.407,-94.746,4797.0,ESTHERVILLE MUNI,United States,Iowa
,FAIRFIELD,FFL,FFL,,Large,41.053,-91.979,4001.0,FAIRFIELD MUNI,United States,Iowa
,FOREST CITY,FXY,FXY,,Large,43.235,-93.624,5806.0,FOREST CITY MUNI,United States,Iowa
2,FORT DODGE,FOD,FOD,KFOD,Large,42.551,-94.192,6548.0,FORT DODGE RGNL,United States,Iowa
,FORT MADISON,FSW,,,Large,40.659,-91.327,4002.0,FORT MADISON MUNI,United States,Iowa
,HAMPTON,HPT,,,Large,42.724,-93.226,4018.0,HAMPTON MUNI,United States,Iowa
,HARLAN,HNR,,,Large,41.584,-95.34,4100.0,HARLAN MUNI,United States,Iowa
,IOWA CITY,IOW,IOW,,Large,41.639,-91.547,4355.0,IOWA CITY MUNI,United States,Iowa
,IOWA FALLS,IFA,,,Large,42.471,-93.27,4001.0,IOWA FALLS MUNI,United States,Iowa
,JEFFERSON,EFW,,,Large,42.01,-94.343,3200.0,JEFFERSON MUNI,United States,Iowa
,KEOKUK,EOK,EOK,,Large,40.46,-91.428,5500.0,KEOKUK MUNI,United States,Iowa
,KNOXVILLE,OXV,,,Large,41.299,-93.114,4000.0,KNOXVILLE MUNI,United States,Iowa
,LE MARS,LRJ,LRJ,,Large,42.778,-96.194,4001.0,LE MARS MUNI,United States,Iowa
,Mapleton,MEY,,,Large,42.178,-95.794,2801.0,JAMES G WHITING MEM FLD,United States,Iowa
,MARSHALLTOWN,MIW,,,Large,42.113,-92.918,5006.0,MARSHALLTOWN MUNI,United States,Iowa
2,MASON CITY,MCW,MCW,,Large,43.158,-93.331,6501.0,MASON CITY MUNI,United States,Iowa
,MONTICELLO,MXO,MXO,,Large,42.22,-91.163,4400.0,MONTICELLO RGNL,United States,Iowa
,MUSCATINE,MUT,MUT,,Large,41.368,-91.148,5500.0,MUSCATINE MUNI,United States,Iowa
,NEWTON,TNU,TNU,,Large,41.674,-93.022,5599.0,NEWTON MUNI,United States,Iowa
,OELWEIN,OLZ,,,Large,42.681,-91.974,4001.0,OELWEIN MUNI,United States,Iowa
,OSKALOOSA,OOA,,,Large,41.226,-92.494,4003.0,OSKALOOSA MUNI,United States,Iowa
,OTTUMWA,OTM,OTM,KOTM,Large,41.107,-92.448,5885.0,OTTUMWA INDUSTRIAL,United States,Iowa
,PERRY,PRO,PRO,,Large,41.828,-94.16,4000.0,PERRY MUNI,United States,Iowa
,POCAHONTAS,POH,,,Large,42.743,-94.647,4100.0,POCAHONTAS MUNI,United States,Iowa
,SAC CITY,SKI,,,Large,42.379,-94.98,4100.0,SAC CITY MUNI,United States,Iowa
,SHELDON,SHL,,,Large,43.208,-95.833,4199.0,SHELDON MUNI,United States,Iowa
,SHENANDOAH,SDA,,,Large,40.752,-95.414,5000.0,SHENANDOAH MUNI,United States,Iowa
,SIBLEY,ISB,,,Large,43.369,-95.76,3000.0,SIBLEY MUNI,United States,Iowa
2,SIOUX CITY,SUX,SUX,KSUX,Large,42.403,-96.384,9002.0,SIOUX GATEWAY COL BUD DAY FLD,United States,Iowa
,SPENCER,SPW,SPW,,Large,43.166,-95.203,6000.0,SPENCER MUNI,United States,Iowa
,STORM LAKE,SLB,SLB,,Large,42.597,-95.241,5000.0,STORM LAKE MUNI,United States,Iowa
1,WATERLOO,ALO,ALO,KALO,Large,42.557,-92.4,8400.0,WATERLOO RGNL,United States,Iowa
,WEBSTER CITY,EBS,EBS,,Large,42.437,-93.869,4007.0,WEBSTER CITY MUNI,United States,Iowa
,Blackfoot,U02,,,Large,43.209,-112.35,4314.0,MCCARLEY FLD,United States,Idaho
13,BOISE,BOI,BOI,KBOI,Large,43.564,-116.223,10000.0,BOISE AIR TERMINAL,United States,Idaho
,BONNERS FERRY,65S,,,Large,48.726,-116.295,4000.0,BOUNDARY CO,United States,Idaho
,BUHL,U03,,,Large,42.592,-114.797,3900.0,BUHL MUNI,United States,Idaho
1,BURLEY,BYI,BYI,,Large,42.543,-113.772,4067.0,BURLEY MUNI,United States,Idaho
,CALDWELL,EUL,,,Large,43.642,-116.636,5500.0,CALDWELL INDUSTRIAL,United States,Idaho
,CHALLIS,LLJ,CHL,,Large,44.523,-114.218,4600.0,CHALLIS,United States,Idaho
,COEUR D'ALENE,COE,COE,,Large,47.774,-116.82,7400.0,COEUR D ALENE AIR TERMINAL,United States,Idaho
,DRIGGS,DIJ,,,Large,43.742,-111.098,7302.0,DRIGGS REED MEM,United States,Idaho
,EMMETT,S78,,,Large,43.85,-116.543,2990.0,EMMETT MUNI,United States,Idaho
,GOODING,GNG,,,Large,42.917,-114.765,4736.0,GOODING MUNI,United States,Idaho
4,Hailey,SUN,SUN,,Large,43.504,-114.296,6952.0,FRIEDMAN MEM,United States,Idaho
4,IDAHO FALLS,IDA,IDA,KIDA,Large,43.515,-112.071,9002.0,IDAHO FALLS RGNL,United States,Idaho
,JEROME,JER,,,Large,42.727,-114.457,5000.0,JEROME CO,United States,Idaho
3,LEWISTON,LWS,LWS,,Large,46.374,-117.015,6511.0,LEWISTON NEZ PERCE CO,United States,Idaho
,MC CALL,MYL,MYL,,Large,44.89,-116.101,6107.0,MC CALL MUNI,United States,Idaho
,MOUNTAIN HOME,MUO,MUO,KMUO,Medium,43.044,-115.872,13500.0,MOUNTAIN HOME AFB,United States,Idaho
,MOUNTAIN HOME,U76,,,Large,43.131,-115.73,5000.0,MOUNTAIN HOME MUNI,United States,Idaho
,NAMPA,S67,,,Large,43.581,-116.523,5000.0,NAMPA MUNI,United States,Idaho
2,POCATELLO,PIH,PIH,KPIH,Large,42.91,-112.596,9060.0,POCATELLO RGNL,United States,Idaho
,PRESTON,U10,,,Large,42.107,-111.913,3457.0,PRESTON,United States,Idaho
1,REXBURG,RXE,RXE,,Large,43.834,-111.805,4200.0,REXBURG MADISON CO,United States,Idaho
,RIGBY,U56,,,Large,43.644,-111.929,3500.0,RIGBY JEFFERSON CO,United States,Idaho
2,Salmon,SMN,SMN,,Large,45.124,-113.881,5150.0,LEMHI CO,United States,Idaho
,SANDPOINT,SZT,,,Large,48.3,-116.56,5502.0,SANDPOINT,United States,Idaho
,ST MARIES,S72,,,Large,47.328,-116.577,4250.0,ST MARIES MUNI,United States,Idaho
2,Twin Falls,TWF,TWF,KTWF,Large,42.482,-114.488,8703.0,JOSLIN FLD MAGIC VALLEY RGNL,United States,Idaho
,ANTHONY,ANY,ANY,,Large,37.159,-98.08,3598.0,ANTHONY MUNI,United States,Kansas
,Atchison,K59,,,Large,39.571,-95.18,3000.0,AMELIA EARHART,United States,Kansas
,BELLEVILLE,RPB,,,Large,39.818,-97.66,3500.0,BELLEVILLE MUNI,United States,Kansas
,BELOIT,K61,,,Large,39.471,-98.129,3610.0,MORITZ MEM,United States,Kansas
,BURLINGTON,UKL,,,Large,38.302,-95.725,5500.0,COFFEY CO,United States,Kansas
,CHANUTE,CNU,CNU,,Large,37.669,-95.485,4255.0,CHANUTE MARTIN JOHNSON,United States,Kansas
,CLAY CENTER,CYW,,,Large,39.387,-97.157,4199.0,CLAY CNTR MUNI,United States,Kansas
,COFFEYVILLE,CFV,CFV,,Large,37.094,-95.572,5872.0,COFFEYVILLE MUNI,United States,Kansas
,Colby,CBK,CBK,,Large,39.428,-101.047,5109.0,SHALZ FLD,United States,Kansas
2,DODGE CITY,DDC,DDC,KDDC,Large,37.763,-99.966,6899.0,DODGE CITY RGNL,United States,Kansas
,El Dorado,EQA,EDK,,Large,37.774,-96.818,4205.0,CAPTAIN JACK THOMAS EL DORADO,United States,Kansas
,EMPORIA,EMP,,,Large,38.332,-96.191,4999.0,EMPORIA MUNI,United States,Kansas
,Fort Leavenworth,FLV,FLV,KFLV,Medium,39.368,-94.915,5905.0,SHERMAN AAF,United States,Kansas
,Fort Riley,FRI,FRI,KFRI,Medium,39.055,-96.764,4500.0,MARSHALL AAF,United States,Kansas
,FORT SCOTT,FSK,FSK,,Large,37.798,-94.769,4403.0,FORT SCOTT MUNI,United States,Kansas
2,GARDEN CITY,GCK,GCK,KGCK,Large,37.928,-100.724,7300.0,GARDEN CITY RGNL,United States,Kansas
,Goodland,GLD,GLD,,Large,39.371,-101.699,5499.0,RENNER FLD,United States,Kansas
,GREAT BEND,GBD,GBD,,Large,38.344,-98.859,7850.0,GREAT BEND MUNI,United States,Kansas
1,HAYS,HYS,HYS,,Large,38.842,-99.273,6500.0,HAYS RGNL,United States,Kansas
,HILL CITY,HLC,HLC,,Large,39.379,-99.831,5000.0,HILL CITY MUNI,United States,Kansas
,HUTCHINSON,HUT,HUT,KHUT,Large,38.066,-97.861,7004.0,HUTCHINSON MUNI,United States,Kansas
,INDEPENDENCE,IDP,IDP,,Large,37.158,-95.778,5501.0,INDEPENDENCE MUNI,United States,Kansas
,Iola,K88,,,Large,37.87,-95.386,4100.0,ALLEN CO,United States,Kansas
,Junction City,3JC,,,Large,39.043,-96.843,3495.0,FREEMAN FLD,United States,Kansas
,LARNED,LQR,,,Large,38.209,-99.086,4201.0,LARNED PAWNEE CO,United States,Kansas
,LAWRENCE,LWC,LWC,,Large,39.011,-95.217,5700.0,LAWRENCE MUNI,United States,Kansas
2,LIBERAL,LBL,LBL,KLBL,Large,37.044,-100.96,7105.0,LIBERAL MUNI,United States,Kansas
1,MANHATTAN,MHK,MHK,KMHK,Large,39.141,-96.671,7000.0,MANHATTAN RGNL,United States,Kansas
,MC PHERSON,MPR,,,Large,38.352,-97.691,5500.0,MC PHERSON,United States,Kansas
,NEWTON,EWK,EWK,,Large,38.058,-97.275,7003.0,NEWTON CITY CO,United States,Kansas
,OBERLIN,OIN,,,Large,39.834,-100.539,3793.0,OBERLIN MUNI,United States,Kansas
,Olathe,IXD,JCI,,Large,38.831,-94.89,7339.0,NEW CENTURY AIRCENTER,United States,Kansas
,Olathe,OJC,OJC,,Large,38.848,-94.738,4098.0,JOHNSON CO EXECUTIVE,United States,Kansas
,OTTAWA,OWI,,,Large,38.539,-95.253,4500.0,OTTAWA MUNI,United States,Kansas
,Parsons,PPF,PPF,,Large,37.33,-95.506,5687.0,TRI CITY,United States,Kansas
,Pittsburg,PTS,PTS,,Large,37.449,-94.731,5500.0,ATKINSON MUNI,United States,Kansas
1,SALINA,SLN,SLN,KSLN,Large,38.791,-97.652,12300.0,SALINA MUNI,United States,Kansas
,SCOTT CITY,TQK,,,Large,38.474,-100.885,4999.0,SCOTT CITY MUNI,United States,Kansas
,SYRACUSE,3K3,,,Large,37.992,-101.746,3000.0,SYRACUSE HAMILTON CO MUNI,United States,Kansas
,Topeka,FOE,FOE,KFOE,Medium,38.951,-95.664,12802.0,FORBES FLD,United States,Kansas
,Topeka,TOP,TOP,,Large,39.069,-95.622,5099.0,PHILIP BILLARD MUNI,United States,Kansas
,ULYSSES,ULS,,,Large,37.604,-101.374,6000.0,ULYSSES,United States,Kansas
,WELLINGTON,EGT,,,Large,37.324,-97.388,4201.0,WELLINGTON MUNI,United States,Kansas
10,WICHITA,ICT,ICT,KICT,Large,37.65,-97.433,10301.0,WICHITA MID CONTINENT,United States,Kansas
1,Wichita,IAB,IAB,KIAB,Medium,37.622,-97.268,12000.0,MC CONNELL AFB,United States,Kansas
,Wichita,AAO,,,Large,37.748,-97.221,6101.0,COL JAMES JABARA,United States,Kansas
,Winfield-Arkansas City,WLD,WLD,,Large,37.169,-97.038,5505.0,STROTHER FLD,United States,Kansas
,ASHLAND,DWU,,,Large,38.554,-82.738,5602.0,ASHLAND RGNL,United States,Kentucky
,BARDSTOWN,BRY,BRY,,Large,37.814,-85.5,5003.0,SAMUELS FLD,United States,Kentucky
,BOWLING GREEN,BWG,BWG,KBWG,Large,36.965,-86.42,6500.0,BOWLING GREEN WARREN CO RGNL,United States,Kentucky
24,Covington,CVG,CVG,KCVG,Large,39.049,-84.668,12000.0,CINCINNATI NORTHERN KENTUCKY INTL,United States,Kentucky
,CYNTHIANA,0I8,,,Large,38.366,-84.283,3852.0,CYNTHIANA HARRISON CO,United States,Kentucky
,Danville,DVK,,,Large,37.578,-84.77,5000.0,STUART POWELL FLD,United States,Kentucky
,Elizabethtown,EKX,EKX,,Large,37.686,-85.925,6001.0,ADDINGTON FLD,United States,Kentucky
,Fort Knox,FTK,FTK,KFTK,Medium,37.907,-85.972,5053.0,GODMAN AAF,United States,Kentucky
,Frankfort,FFT,FFT,,Large,38.183,-84.905,5005.0,CAPITAL CITY,United States,Kentucky
,GEORGETOWN,27K,,,Large,38.234,-84.435,5500.0,GEORGETOWN SCOTT CO MARSHALL FLD,United States,Kentucky
,Greenville,M21,,,Large,37.226,-87.156,5000.0,MUHLENBERG CO,United States,Kentucky
,HENDERSON,EHR,,,Large,37.808,-87.686,5504.0,HENDERSON CITY CO,United States,Kentucky
,Hopkinsville,HOP,HOP,KHOP,Medium,36.669,-87.496,11800.0,CAMPBELL AAF,United States,Kentucky
,HOPKINSVILLE,HVC,,,Large,36.857,-87.455,5502.0,HOPKINSVILLE CHRISTIAN CO,United States,Kentucky
5,Lexington,LEX,LEX,KLEX,Large,38.036,-84.606,7003.0,BLUE GRASS,United States,Kentucky
,LONDON,LOZ,LOZ,KLOZ,Large,37.082,-84.085,5650.0,LONDON CORBIN ARPT MAGEE FLD,United States,Kentucky
14,LOUISVILLE,SDF,SDF,KSDF,Medium,38.174,-85.736,10850.0,LOUISVILLE INTL STANDIFORD FLD,United States,Kentucky
,Louisville,LOU,LOU,KLOU,Medium,38.228,-85.664,4047.0,BOWMAN FLD,United States,Kentucky
,MADISONVILLE,2I0,,,Large,37.355,-87.4,6050.0,MADISONVILLE MUNI,United States,Kentucky
,MONTICELLO,EKQ,,,Large,36.855,-84.856,4000.0,WAYNE CO,United States,Kentucky
,MOUNT STERLING,IOB,,,Large,38.058,-83.98,5002.0,MT STERLING MONTGOMERY CO,United States,Kentucky
,Murray,CEY,CEY,,Large,36.665,-88.373,6200.0,KYLE OAKLEY FLD,United States,Kentucky
3,OWENSBORO,OWB,OWB,KOWB,Large,37.74,-87.167,6494.0,OWENSBORO DAVIESS CO,United States,Kentucky
1,Paducah,PAH,PAH,KPAH,Large,37.06,-88.773,6499.0,BARKLEY RGNL,United States,Kentucky
,RICHMOND,I39,,,Large,37.631,-84.332,4500.0,MADISON,United States,Kentucky
,SOMERSET,SME,SME,,Large,37.053,-84.616,5800.0,SOMERSET PULASKI CO J T WILSON FLD,United States,Kentucky
,ALEXANDRIA,AEX,AEX,KAEX,Large,31.327,-92.55,9352.0,ALEXANDRIA INTL,United States,Louisiana
,ALEXANDRIA,ESF,ESF,KESF,Large,31.395,-92.296,5999.0,ESLER RGNL,United States,Louisiana
,ARCADIA,5F0,,,Large,32.531,-92.954,3000.0,ARCADIA BIENVILLE PARISH,United States,Louisiana
,Bastrop,BQP,,,Large,32.755,-91.882,4000.0,MOREHOUSE MEM,United States,Louisiana
,BATON ROUGE,BTR,BTR,KBTR,Large,30.533,-91.15,6900.0,BATON ROUGE METRO RYAN FLD,United States,Louisiana
,Bossier City,BAD,BAD,KBAD,Medium,32.502,-93.663,11756.0,BARKSDALE AFB,United States,Louisiana
,De Ridder,DRI,DRI,KDRI,Large,30.832,-93.34,5495.0,BEAUREGARD RGNL,United States,Louisiana
,EUNICE,4R7,,,Large,30.466,-92.424,5001.0,EUNICE,United States,Louisiana
,Fort Polk,POE,POE,KPOE,Medium,31.045,-93.192,4109.0,POLK AAF,United States,Louisiana
,HAMMOND,HDC,,,Large,30.522,-90.418,6502.0,HAMMOND NORTHSHORE RGNL,United States,Louisiana
,HOUMA,HUM,HUM,,Large,29.567,-90.66,6508.0,HOUMA TERREBONNE,United States,Louisiana
,LAFAYETTE,LFT,LFT,KLFT,Large,30.205,-91.988,7651.0,LAFAYETTE RGNL,United States,Louisiana
,LAKE CHARLES,LCH,LCH,KLCH,Large,30.126,-93.223,6500.0,LAKE CHARLES RGNL,United States,Louisiana
,Lake Charles,CWF,CWF,,Large,30.211,-93.143,10701.0,CHENNAULT INTL,United States,Louisiana
,MANSFIELD,3F3,,,Large,32.073,-93.766,5070.0,C E RUSTY WILLIAMS,United States,Louisiana
,MINDEN,F24,,,Large,32.646,-93.298,5001.0,MINDEN WEBSTER,United States,Louisiana
,MONROE,MLU,MLU,KMLU,Large,32.511,-92.038,7507.0,MONROE RGNL,United States,Louisiana
,NATCHITOCHES,IER,,,Large,31.736,-93.099,5003.0,NATCHITOCHES RGNL,United States,Louisiana
,New Iberia,ARA,ARA,,Large,30.038,-91.884,8002.0,ACADIANA RGNL,United States,Louisiana
,New Orleans,MSY,MSY,KMSY,Large,29.993,-90.258,10104.0,LOUIS ARMSTRONG NEW ORLEANS INTL,United States,Louisiana
,NEW ORLEANS,NBG,NBG,KNBG,Medium,29.825,-90.035,9999.0,NEW ORLEANS NAS JRB,United States,Louisiana
,New Orleans,NEW,NEW,KNEW,Large,30.042,-90.028,6640.0,LAKEFRONT,United States,Louisiana
,OLLA,L47,,,Large,31.895,-92.218,3010.0,OLLA,United States,Louisiana
,Opelousas,OPL,OPL,,Large,30.558,-92.099,5699.0,ST LANDRY PARISH AHART FLD,United States,Louisiana
,Patterson,PTN,PTN,,Large,29.71,-91.339,5399.0,HARRY P WILLIAMS MEM,United States,Louisiana
,RAYVILLE,M79,,,Large,32.485,-91.77,3700.0,JOHN H HOOKS JR MEMORIAL,United States,Louisiana
